X,Y,Point index
52,126,0
54,146,1
58,165,2
62,185,3
69,202,4
81,218,5
96,229,6
114,237,7
131,239,8
148,235,9
162,225,10
174,212,11
183,196,12
189,178,13
192,160,14
194,142,15
196,123,16
65,113,17
75,104,18
89,100,19
103,101,20
117,106,21
141,105,22
153,100,23
165,99,24
177,102,25
185,110,26
129,120,27
130,131,28
130,142,29
131,153,30
116,164,31
123,166,32
130,168,33
137,166,34
144,164,35
82,123,36
90,118,37
100,118,38
109,124,39
100,126,40
90,126,41
146,123,42
154,117,43
164,117,44
171,122,45
164,125,46
155,125,47
103,192,48
113,185,49
124,181,50
131,183,51
138,181,52
148,184,53
157,190,54
148,200,55
139,204,56
131,205,57
124,204,58
113,201,59
107,192,60
124,188,61
131,188,62
138,187,63
153,190,64
139,195,65
131,196,66
124,196,67
71,63,68
84,58,69
106,61,70
130,60,71
162,57,72
176,64,73
192,95,74
59,87,75
67,71,76
52,120,77
194,117,78
182,74,79
155,60,80
