X,Y,Point index
50,149,0
51,155,1
52,162,2
53,168,3
54,175,4
56,181,5
58,187,6
60,194,7
63,200,8
66,206,9
69,212,10
156,191,11
153,193,12
149,196,13
144,197,14
140,199,15
136,200,16
131,200,17
126,200,18
122,199,19
117,198,20
74,217,21
113,196,22
109,195,23
105,193,24
101,190,25
147,124,26
148,122,27
151,121,28
153,119,29
155,118,30
158,118,31
78,222,32
161,118,33
163,118,34
166,119,35
168,120,36
170,121,37
170,124,38
168,125,39
166,125,40
163,125,41
160,125,42
83,227,43
157,125,44
155,125,45
152,125,46
149,125,47
108,123,48
107,121,49
104,119,50
102,118,51
99,118,52
97,117,53
88,232,54
94,117,55
91,118,56
89,118,57
86,120,58
84,121,59
85,123,60
87,124,61
90,124,62
93,124,63
95,125,64
93,236,65
98,124,66
101,124,67
104,124,68
106,124,69
139,112,70
142,108,71
147,106,72
151,105,73
156,105,74
161,104,75
99,239,76
166,104,77
171,105,78
176,106,79
180,109,80
184,112,81
183,116,82
178,115,83
173,114,84
168,113,85
163,112,86
105,242,87
158,113,88
153,113,89
148,114,90
143,114,91
116,110,92
112,106,93
107,105,94
102,104,95
96,103,96
91,103,97
112,244,98
85,104,99
80,105,100
75,107,101
70,110,102
67,114,103
70,116,104
75,115,105
80,114,106
86,113,107
91,112,108
118,245,109
97,112,110
102,113,111
108,113,112
113,113,113
125,246,114
132,246,115
139,245,116
146,244,117
152,241,118
158,238,119
163,233,120
168,229,121
172,224,122
176,218,123
180,213,124
183,207,125
186,201,126
189,195,127
191,188,128
193,182,129
194,175,130
196,169,131
197,162,132
198,155,133
198,149,134
115,144,135
112,148,136
109,152,137
107,157,138
109,162,139
114,165,140
119,167,141
124,169,142
130,170,143
135,169,144
140,168,145
146,166,146
150,163,147
152,158,148
151,153,149
148,149,150
145,144,151
95,186,152
100,184,153
105,182,154
110,182,155
116,181,156
122,182,157
127,182,158
133,182,159
139,182,160
144,182,161
150,183,162
155,184,163
160,186,164
161,190,165
158,195,166
155,199,167
150,203,168
146,206,169
141,208,170
135,209,171
130,209,172
124,209,173
119,207,174
114,205,175
109,202,176
105,199,177
101,195,178
98,191,179
98,187,180
102,186,181
107,186,182
111,186,183
116,186,184
121,186,185
125,186,186
130,187,187
135,187,188
140,187,189
144,186,190
149,186,191
153,186,192
157,188,193
