X,Y,Point index
56,153,0
57,160,1
58,166,2
59,173,3
60,179,4
61,186,5
63,192,6
65,199,7
67,205,8
70,211,9
74,216,10
157,189,11
153,191,12
149,193,13
144,195,14
140,196,15
135,197,16
130,197,17
125,197,18
120,197,19
115,197,20
78,221,21
111,195,22
106,194,23
102,192,24
98,189,25
146,123,26
148,122,27
150,120,28
152,119,29
155,118,30
157,118,31
83,226,32
159,117,33
162,117,34
164,118,35
166,119,36
168,120,37
168,123,38
166,123,39
163,124,40
161,124,41
158,124,42
88,231,43
156,124,44
153,124,45
151,123,46
149,123,47
109,123,48
107,121,49
105,120,50
103,119,51
101,118,52
98,118,53
93,235,54
96,118,55
93,119,56
91,119,57
89,121,58
87,122,59
88,123,60
90,124,61
92,124,62
95,124,63
97,124,64
98,238,65
100,124,66
102,124,67
105,124,68
107,124,69
141,108,70
144,104,71
148,102,72
153,100,73
159,100,74
164,100,75
104,242,76
169,100,77
175,101,78
179,104,79
183,107,80
186,112,81
186,116,82
181,115,83
177,112,84
172,110,85
166,109,86
110,244,87
161,109,88
155,109,89
150,110,90
145,110,91
114,107,92
111,104,93
106,102,94
101,101,95
95,101,96
90,101,97
116,246,98
84,102,99
79,104,100
75,107,101
71,111,102
68,115,103
69,118,104
74,116,105
79,114,106
84,111,107
89,110,108
123,247,109
95,110,110
100,110,111
105,110,112
111,111,113
129,247,114
136,247,115
142,246,116
149,244,117
155,242,118
160,238,119
165,234,120
170,230,121
175,225,122
179,220,123
183,215,124
186,209,125
189,203,126
191,196,127
193,190,128
194,183,129
195,177,130
196,170,131
196,163,132
196,157,133
197,149,134
115,142,135
112,146,136
108,151,137
107,156,138
109,161,139
113,164,140
118,166,141
124,168,142
129,169,143
134,168,144
140,167,145
145,165,146
149,161,147
151,156,148
149,151,149
146,146,150
142,141,151
92,185,152
97,184,153
102,183,154
108,182,155
114,182,156
120,182,157
125,182,158
131,182,159
137,182,160
142,182,161
148,182,162
154,182,163
159,184,164
161,187,165
159,192,166
155,196,167
150,199,168
145,202,169
140,204,170
135,205,171
129,206,172
123,206,173
118,205,174
112,203,175
107,200,176
103,197,177
98,194,178
95,190,179
94,186,180
99,186,181
104,185,182
109,185,183
114,186,184
119,186,185
124,186,186
128,186,187
133,186,188
138,186,189
143,185,190
148,185,191
153,185,192
157,186,193
