X,Y,Point index
55,126,0
56,145,1
58,163,2
61,182,3
68,199,4
79,213,5
94,224,6
110,233,7
128,236,8
145,233,9
161,224,10
176,212,11
188,198,12
195,181,13
198,162,14
201,144,15
202,125,16
70,113,17
78,103,18
91,100,19
105,100,20
117,105,21
140,105,22
153,101,23
166,100,24
179,104,25
188,113,26
129,119,27
129,130,28
128,141,29
128,152,30
114,161,31
121,164,32
128,166,33
136,164,34
143,162,35
86,122,36
93,118,37
102,118,38
110,123,39
102,125,40
93,125,41
148,124,42
156,119,43
165,119,44
173,123,45
165,125,46
156,125,47
101,185,48
111,180,49
121,178,50
128,179,51
135,178,52
145,180,53
155,186,54
145,194,55
136,197,56
128,197,57
120,196,58
110,193,59
105,185,60
121,183,61
128,184,62
135,184,63
151,186,64
135,189,65
128,190,66
121,189,67
75,62,68
88,58,69
109,62,70
133,62,71
168,60,72
183,67,73
197,99,74
63,86,75
71,70,76
57,118,77
200,120,78
188,77,79
159,63,80
