X,Y,Point index
60,126,0
61,144,1
62,163,2
65,181,3
71,199,4
81,214,5
94,227,6
109,238,7
127,241,8
145,239,9
162,229,10
176,216,11
186,201,12
192,183,13
195,165,14
197,146,15
198,127,16
71,109,17
79,99,18
90,96,19
103,97,20
114,102,21
139,103,22
151,98,23
163,97,24
175,101,25
183,111,26
127,119,27
126,132,28
126,144,29
126,156,30
112,164,31
119,166,32
126,169,33
134,166,34
140,164,35
86,121,36
93,116,37
102,117,38
110,123,39
101,124,40
92,124,41
145,124,42
153,118,43
162,117,44
169,122,45
162,125,46
153,125,47
97,185,48
107,180,49
118,179,50
126,181,51
135,179,52
147,181,53
158,185,54
147,199,55
136,204,56
127,205,57
118,204,58
107,198,59
101,186,60
118,185,61
126,186,62
135,185,63
154,186,64
135,195,65
127,196,66
118,195,67
77,57,68
90,54,69
109,57,70
131,57,71
162,55,72
177,61,73
195,93,74
66,80,75
74,64,76
60,112,77
198,114,78
184,72,79
154,58,80
