X,Y,Point index
51,132,0
52,150,1
53,169,2
55,187,3
62,205,4
75,220,5
91,231,6
109,240,7
129,243,8
150,240,9
167,231,10
184,219,11
195,205,12
201,187,13
203,168,14
204,150,15
205,131,16
65,119,17
72,107,18
86,100,19
101,100,20
114,103,21
139,103,22
153,99,23
168,101,24
181,107,25
188,119,26
126,117,27
126,127,28
126,137,29
126,148,30
109,158,31
117,161,32
126,163,33
136,160,34
144,158,35
82,125,36
90,120,37
98,120,38
106,124,39
98,124,40
90,125,41
147,124,42
155,120,43
163,121,44
171,125,45
163,125,46
155,124,47
91,181,48
104,176,49
117,174,50
127,175,51
137,174,52
151,175,53
165,180,54
152,192,55
139,198,56
128,199,57
117,198,58
104,193,59
95,181,60
117,179,61
127,180,62
137,179,63
161,180,64
138,190,65
127,192,66
117,191,67
69,68,68
83,62,69
105,62,70
131,62,71
169,63,72
185,72,73
201,106,74
57,95,75
65,77,76
51,129,77
204,128,78
191,83,79
159,64,80
