X,Y,Point index
58,144,0
58,150,1
59,155,2
60,161,3
61,167,4
62,173,5
64,178,6
66,184,7
68,189,8
72,194,9
75,198,10
155,185,11
152,186,12
148,186,13
145,186,14
141,187,15
137,187,16
133,187,17
130,187,18
126,187,19
122,187,20
79,203,21
118,186,22
114,186,23
111,185,24
107,185,25
149,126,26
151,124,27
153,122,28
155,121,29
158,120,30
160,119,31
84,207,32
163,119,33
166,119,34
169,120,35
171,121,36
173,123,37
174,125,38
171,126,39
169,127,40
166,127,41
163,127,42
88,211,43
160,127,44
157,127,45
154,126,46
152,126,47
110,124,48
108,122,49
106,121,50
103,120,51
100,119,52
97,119,53
93,215,54
94,119,55
92,119,56
89,120,57
86,121,58
84,123,59
86,124,60
88,125,61
91,126,62
94,126,63
97,126,64
98,218,65
100,126,66
103,126,67
106,126,68
109,126,69
142,115,70
144,111,71
148,109,72
153,108,73
157,107,74
162,107,75
103,222,76
166,106,77
171,106,78
175,107,79
180,109,80
183,111,81
183,115,82
178,115,83
174,114,84
169,114,85
165,114,86
109,224,87
160,114,88
155,115,89
151,116,90
146,116,91
116,112,92
113,109,93
109,107,94
104,106,95
98,105,96
93,105,97
115,226,98
88,105,99
83,106,100
78,107,101
74,110,102
70,113,103
73,115,104
78,115,105
83,113,106
88,112,107
93,112,108
121,227,109
98,113,110
103,113,111
108,114,112
113,115,113
127,227,114
133,227,115
140,226,116
146,225,117
152,223,118
157,220,119
162,217,120
167,213,121
171,209,122
176,205,123
180,200,124
183,196,125
187,191,126
189,186,127
191,180,128
193,175,129
195,169,130
196,163,131
197,157,132
197,151,133
198,145,134
116,143,135
113,147,136
111,151,137
109,156,138
111,160,139
115,163,140
121,164,141
126,165,142
131,166,143
137,165,144
142,164,145
147,163,146
152,161,147
153,156,148
152,152,149
148,148,150
145,143,151
100,184,152
104,182,153
108,180,154
112,179,155
117,178,156
122,177,157
126,177,158
131,177,159
136,177,160
141,177,161
146,178,162
150,179,163
154,180,164
157,182,165
158,186,166
155,189,167
152,192,168
148,194,169
143,195,170
138,197,171
134,197,172
129,197,173
124,196,174
119,195,175
115,194,176
111,192,177
107,189,178
103,187,179
104,184,180
107,184,181
111,184,182
114,184,183
118,184,184
122,184,185
126,185,186
130,185,187
134,185,188
137,185,189
141,185,190
145,184,191
149,185,192
152,185,193
