X,Y,Point index
55,119,0
54,139,1
55,160,2
57,180,3
65,200,4
76,218,5
90,232,6
105,245,7
125,249,8
146,246,9
162,234,10
176,220,11
188,203,12
195,183,13
198,163,14
199,142,15
199,122,16
66,112,17
74,100,18
88,96,19
102,98,20
116,104,21
137,103,22
151,98,23
167,96,24
181,101,25
188,114,26
127,118,27
126,132,28
126,145,29
126,159,30
108,166,31
116,170,32
126,173,33
135,170,34
143,167,35
81,122,36
89,117,37
98,117,38
107,123,39
98,124,40
89,124,41
146,123,42
155,117,43
164,117,44
172,122,45
165,125,46
155,125,47
91,187,48
104,185,49
116,185,50
125,187,51
135,185,52
148,185,53
161,187,54
148,201,55
136,206,56
125,208,57
115,206,58
103,200,59
95,188,60
116,190,61
125,191,62
135,190,63
157,188,64
135,197,65
125,198,66
115,197,67
74,54,68
87,51,69
107,54,70
133,55,71
167,52,72
183,58,73
198,92,74
60,80,75
69,62,76
55,112,77
200,114,78
190,70,79
158,56,80
