X,Y,Point index
57,150,0
57,157,1
58,163,2
59,170,3
60,176,4
62,183,5
63,189,6
65,195,7
67,201,8
70,207,9
74,212,10
152,190,11
149,191,12
146,192,13
142,193,14
139,193,15
135,194,16
131,194,17
127,194,18
124,194,19
120,193,20
78,217,21
116,193,22
113,192,23
109,191,24
106,190,25
146,125,26
148,123,27
150,121,28
152,119,29
155,118,30
158,118,31
82,222,32
161,117,33
164,118,34
166,118,35
169,120,36
171,122,37
171,124,38
168,126,39
166,127,40
163,127,41
160,127,42
87,226,43
157,127,44
154,127,45
151,126,46
148,126,47
108,123,48
106,121,49
104,119,50
102,118,51
100,117,52
97,117,53
92,229,54
94,117,55
92,118,56
89,119,57
87,120,58
85,122,59
86,124,60
89,125,61
91,126,62
94,126,63
96,126,64
97,232,65
99,126,66
102,126,67
104,126,68
107,125,69
142,108,70
144,104,71
148,102,72
153,100,73
158,99,74
162,99,75
103,235,76
167,99,77
172,100,78
176,101,79
180,103,80
183,107,81
182,110,82
178,108,83
174,106,84
169,106,85
164,106,86
109,237,87
159,106,88
155,107,89
150,108,90
146,109,91
112,106,92
109,103,93
105,101,94
101,99,95
96,99,96
91,98,97
115,239,98
86,99,99
82,100,100
78,102,101
74,105,102
71,109,103
73,111,104
78,109,105
82,107,106
86,105,107
91,105,108
121,240,109
96,105,110
100,106,111
105,108,112
110,109,113
127,241,114
133,241,115
139,240,116
146,239,117
151,236,118
157,233,119
162,230,120
168,227,121
173,223,122
178,219,123
182,214,124
185,209,125
188,203,126
191,197,127
193,191,128
194,184,129
195,178,130
196,171,131
197,165,132
198,158,133
198,151,134
116,143,135
113,147,136
110,152,137
109,157,138
109,162,139
113,165,140
118,166,141
123,167,142
128,168,143
133,168,144
138,167,145
142,165,146
146,162,147
147,157,148
145,152,149
143,148,150
140,143,151
100,187,152
103,185,153
107,183,154
112,182,155
116,182,156
121,181,157
125,181,158
130,182,159
135,182,160
139,182,161
144,183,162
148,184,163
153,186,164
155,189,165
154,193,166
151,196,167
147,199,168
143,201,169
139,202,170
135,203,171
130,204,172
125,203,173
121,203,174
116,201,175
112,200,176
108,197,177
105,194,178
102,191,179
103,188,180
107,187,181
110,186,182
114,186,183
118,186,184
121,186,185
125,187,186
129,187,187
133,187,188
136,187,189
140,187,190
144,187,191
148,187,192
151,187,193
