X,Y,Point index
61,121,0
61,139,1
62,157,2
65,175,3
70,193,4
80,208,5
93,222,6
106,234,7
124,239,8
143,236,9
160,226,10
176,213,11
189,198,12
196,180,13
199,161,14
202,142,15
204,122,16
69,115,17
76,107,18
88,104,19
100,105,20
112,109,21
139,108,22
152,104,23
166,103,24
179,106,25
189,115,26
125,122,27
124,135,28
123,147,29
122,161,30
108,165,31
115,168,32
123,171,33
132,168,34
140,165,35
83,122,36
91,118,37
100,118,38
108,125,39
99,125,40
90,125,41
146,124,42
154,118,43
164,118,44
172,122,45
164,125,46
155,125,47
92,180,48
103,179,49
115,179,50
124,181,51
133,180,52
147,180,53
161,181,54
148,197,55
134,203,56
124,204,57
114,203,58
102,196,59
96,182,60
114,183,61
124,185,62
134,184,63
157,183,64
134,195,65
124,197,66
114,195,67
75,61,68
87,60,69
107,64,70
132,65,71
170,60,72
186,64,73
202,91,74
64,83,75
71,69,76
59,110,77
205,109,78
192,73,79
160,65,80
