X,Y,Point index
54,126,0
55,144,1
56,162,2
57,180,3
62,197,4
73,210,5
89,220,6
106,228,7
125,230,8
146,230,9
165,224,10
182,215,11
194,201,12
200,184,13
203,166,14
204,147,15
204,129,16
66,114,17
73,101,18
88,95,19
103,96,20
119,100,21
137,101,22
153,96,23
169,96,24
184,103,25
193,117,26
128,116,27
127,126,28
127,136,29
127,147,30
113,159,31
120,160,32
127,162,33
135,161,34
142,160,35
83,122,36
90,117,37
100,117,38
109,123,39
100,124,40
90,125,41
148,124,42
157,118,43
167,118,44
175,124,45
167,126,46
157,126,47
93,180,48
107,177,49
118,175,50
127,177,51
136,175,52
148,178,53
162,182,54
148,188,55
135,190,56
127,190,57
117,189,58
106,186,59
98,180,60
118,180,61
127,182,62
136,181,63
157,183,64
135,182,65
127,182,66
118,181,67
74,63,68
87,57,69
109,58,70
134,58,71
171,60,72
188,70,73
204,104,74
60,88,75
68,71,76
53,124,77
206,128,78
194,81,79
162,61,80
