X,Y,Point index
61,123,0
63,142,1
64,161,2
67,180,3
73,198,4
83,214,5
96,227,6
112,239,7
131,243,8
150,240,9
168,229,10
183,216,11
194,199,12
201,180,13
203,161,14
205,141,15
206,121,16
70,112,17
77,103,18
90,101,19
103,103,20
115,108,21
139,109,22
152,103,23
167,101,24
181,104,25
191,114,26
127,120,27
127,132,28
126,145,29
126,157,30
111,162,31
119,166,32
127,169,33
136,166,34
144,163,35
86,122,36
93,119,37
101,120,38
109,123,39
100,125,40
92,125,41
149,124,42
157,120,43
165,120,44
173,123,45
166,125,46
157,125,47
98,184,48
108,180,49
119,180,50
128,181,51
137,180,52
149,181,53
161,184,54
150,198,55
138,204,56
128,204,57
119,203,58
107,197,59
102,185,60
119,184,61
128,186,62
137,185,63
157,185,64
137,195,65
128,196,66
119,194,67
74,60,68
86,58,69
107,62,70
132,63,71
169,59,72
186,64,73
202,94,74
64,84,75
70,68,76
60,113,77
206,115,78
192,74,79
158,63,80
