X,Y,Point index
47,119,0
48,139,1
50,159,2
53,177,3
61,194,4
75,207,5
93,217,6
111,224,7
129,226,8
146,222,9
159,212,10
171,200,11
181,186,12
187,170,13
189,153,14
190,136,15
190,119,16
67,111,17
78,101,18
92,98,19
107,99,20
120,105,21
140,105,22
152,99,23
165,97,24
177,101,25
184,110,26
131,120,27
132,131,28
133,141,29
134,152,30
115,161,31
124,163,32
132,165,33
140,163,34
146,161,35
83,123,36
92,120,37
101,120,38
109,125,39
100,125,40
92,125,41
146,125,42
155,119,43
163,119,44
170,122,45
164,125,46
155,125,47
95,177,48
110,175,49
123,174,50
131,176,51
139,174,52
150,175,53
161,177,54
150,189,55
140,195,56
131,196,57
122,195,58
109,190,59
99,178,60
123,179,61
131,180,62
139,178,63
157,178,64
139,187,65
130,188,66
122,187,67
72,59,68
87,57,69
109,60,70
132,60,71
162,57,72
174,64,73
189,93,74
58,81,75
68,66,76
48,111,77
190,112,78
180,73,79
155,61,80
