X,Y,Point index
54,130,0
55,149,1
56,168,2
59,186,3
65,204,4
76,218,5
91,230,6
107,238,7
126,241,8
144,238,9
160,229,10
175,218,11
185,203,12
191,185,13
194,166,14
196,148,15
198,129,16
66,113,17
75,104,18
88,101,19
101,102,20
113,107,21
139,107,22
152,102,23
165,100,24
177,104,25
186,113,26
127,119,27
127,131,28
127,142,29
128,153,30
113,163,31
120,165,32
127,167,33
134,165,34
140,163,35
83,122,36
90,117,37
100,117,38
107,123,39
99,125,40
90,125,41
145,124,42
153,117,43
163,117,44
170,122,45
163,125,46
154,125,47
97,187,48
108,182,49
119,180,50
126,182,51
135,181,52
145,184,53
156,189,54
145,198,55
135,201,56
126,201,57
118,200,58
107,196,59
101,187,60
119,186,61
126,187,62
135,187,63
151,189,64
134,193,65
126,194,66
118,193,67
71,62,68
84,58,69
106,61,70
132,61,71
165,58,72
181,66,73
194,98,74
60,86,75
67,70,76
53,118,77
196,120,78
186,76,79
157,62,80
