X,Y,Point index
66,148,0
66,155,1
67,161,2
68,168,3
69,174,4
70,181,5
71,187,6
72,194,7
74,200,8
77,206,9
80,212,10
149,191,11
146,192,12
143,193,13
140,193,14
136,193,15
133,193,16
130,194,17
127,194,18
123,193,19
120,193,20
83,217,21
117,193,22
114,192,23
110,192,24
107,192,25
146,121,26
148,119,27
150,117,28
152,116,29
155,115,30
158,114,31
87,222,32
161,114,33
164,114,34
166,115,35
169,117,36
170,119,37
170,122,38
168,123,39
165,124,40
162,124,41
160,124,42
91,227,43
157,124,44
154,124,45
151,123,46
148,122,47
109,121,48
107,120,49
105,118,50
102,117,51
100,116,52
97,116,53
96,231,54
94,117,55
91,118,56
89,119,57
87,120,58
85,122,59
86,124,60
89,125,61
91,126,62
94,126,63
97,126,64
101,234,65
100,125,66
102,125,67
105,124,68
108,123,69
137,105,70
140,101,71
145,98,72
150,97,73
156,96,74
162,95,75
107,237,76
168,95,77
173,96,78
178,99,79
183,102,80
186,107,81
185,112,82
180,111,83
175,108,84
169,107,85
164,106,86
113,240,87
158,106,88
152,107,89
146,108,90
141,109,91
116,106,92
113,102,93
108,100,94
103,99,95
97,98,96
92,98,97
119,241,98
86,98,99
81,100,100
76,103,101
72,107,102
70,112,103
70,117,104
75,115,105
80,112,106
85,111,107
90,110,108
125,242,109
96,109,110
101,110,111
107,110,112
113,110,113
131,242,114
138,241,115
144,240,116
150,237,117
155,234,118
161,231,119
165,227,120
170,223,121
174,218,122
178,213,123
182,208,124
185,202,125
187,196,126
190,190,127
192,183,128
193,177,129
195,171,130
196,164,131
197,158,132
198,151,133
198,145,134
114,144,135
112,148,136
109,153,137
107,158,138
108,162,139
112,166,140
117,167,141
122,168,142
127,168,143
132,168,144
137,167,145
142,166,146
146,163,147
147,158,148
146,153,149
144,148,150
141,144,151
101,191,152
104,189,153
108,187,154
112,185,155
116,184,156
120,184,157
124,185,158
128,185,159
132,184,160
136,185,161
140,185,162
144,186,163
148,188,164
151,190,165
151,194,166
149,197,167
145,199,168
142,201,169
138,202,170
134,203,171
130,204,172
126,204,173
121,203,174
117,203,175
114,201,176
110,200,177
107,197,178
104,195,179
104,191,180
107,190,181
110,190,182
113,189,183
117,189,184
120,190,185
123,190,186
127,190,187
130,190,188
133,190,189
136,190,190
140,190,191
143,190,192
146,191,193
