X,Y,Point index
56,148,0
56,153,1
57,160,2
57,166,3
58,172,4
60,178,5
61,184,6
64,190,7
66,196,8
70,201,9
73,206,10
154,185,11
151,188,12
147,190,13
143,191,14
139,193,15
134,194,16
130,194,17
125,194,18
121,193,19
117,192,20
77,211,21
113,191,22
109,189,23
105,187,24
101,184,25
147,125,26
149,123,27
151,122,28
154,121,29
156,120,30
159,119,31
82,216,32
162,119,33
164,120,34
167,120,35
169,121,36
171,123,37
170,125,38
168,126,39
165,127,40
163,127,41
160,127,42
86,220,43
157,127,44
155,127,45
152,126,46
150,126,47
109,123,48
108,121,49
106,120,50
104,118,51
101,118,52
99,117,53
91,224,54
96,117,55
93,117,56
91,118,57
89,119,58
87,120,59
87,122,60
90,123,61
92,124,62
95,125,63
97,125,64
96,228,65
100,125,66
102,125,67
105,124,68
108,124,69
142,103,70
146,99,71
150,97,72
155,96,73
161,96,74
166,97,75
101,231,76
171,97,77
176,99,78
180,101,79
184,105,80
187,110,81
185,113,82
181,112,83
176,110,84
171,108,85
166,107,86
107,234,87
161,107,88
156,107,89
150,108,90
145,107,91
118,102,92
115,97,93
110,95,94
105,94,95
100,93,96
94,94,97
113,236,98
89,94,99
84,96,100
79,98,101
75,102,102
71,106,103
72,110,104
77,109,105
82,107,106
87,105,107
93,105,108
119,237,109
98,104,110
103,105,111
109,106,112
114,106,113
125,238,114
131,238,115
138,237,116
143,235,117
149,232,118
154,230,119
159,226,120
164,222,121
168,217,122
172,213,123
176,208,124
180,203,125
183,197,126
186,192,127
189,186,128
190,180,129
192,174,130
193,168,131
194,162,132
194,156,133
195,149,134
116,144,135
113,148,136
109,152,137
108,157,138
110,162,139
114,165,140
119,167,141
124,169,142
129,170,143
135,170,144
140,168,145
145,166,146
150,164,147
152,159,148
151,154,149
148,149,150
144,145,151
95,180,152
100,179,153
105,179,154
111,178,155
116,178,156
122,178,157
127,179,158
132,179,159
138,178,160
143,178,161
149,178,162
154,179,163
158,181,164
158,185,165
156,189,166
153,193,167
149,197,168
144,200,169
140,202,170
134,203,171
129,203,172
124,203,173
118,201,174
114,199,175
109,196,176
105,192,177
102,189,178
98,185,179
98,181,180
102,181,181
107,181,182
111,182,183
116,182,184
120,183,185
125,183,186
129,183,187
134,183,188
138,183,189
142,182,190
147,182,191
151,181,192
155,182,193
