X,Y,Point index
68,143,0
69,149,1
70,155,2
71,161,3
72,167,4
73,173,5
75,179,6
77,185,7
79,190,8
81,196,9
84,201,10
147,192,11
144,192,12
141,192,13
139,193,14
136,193,15
133,193,16
130,194,17
127,194,18
124,194,19
122,193,20
87,207,21
119,193,22
116,192,23
114,192,24
111,192,25
144,123,26
145,121,27
147,119,28
149,118,29
152,117,30
154,116,31
90,212,32
157,116,33
160,116,34
162,116,35
165,117,36
167,119,37
167,122,38
165,123,39
162,124,40
160,125,41
157,125,42
94,217,43
154,125,44
152,125,45
149,124,46
146,124,47
111,123,48
110,120,49
108,119,50
105,117,51
103,116,52
101,116,53
98,221,54
98,116,55
95,116,56
93,117,57
91,118,58
89,120,59
89,122,60
92,124,61
94,125,62
96,125,63
99,125,64
102,226,65
102,125,66
104,125,67
107,125,68
109,124,69
137,113,70
139,109,71
143,107,72
148,106,73
152,105,74
157,104,75
107,229,76
161,103,77
166,103,78
170,103,79
174,105,80
178,108,81
176,111,82
172,111,83
167,110,84
163,110,85
158,111,86
112,231,87
154,112,88
149,113,89
145,114,90
140,115,91
115,111,92
112,108,93
108,106,94
104,105,95
100,104,96
95,103,97
118,233,98
91,103,99
86,103,100
82,104,101
78,107,102
76,110,103
78,112,104
82,112,105
86,111,106
91,110,107
95,111,108
124,234,109
100,111,110
104,112,111
108,113,112
113,114,113
130,234,114
135,234,115
141,233,116
147,231,117
152,228,118
157,225,119
161,221,120
166,217,121
169,212,122
173,207,123
176,202,124
179,197,125
182,192,126
184,186,127
186,180,128
188,174,129
190,168,130
191,162,131
192,156,132
193,150,133
194,144,134
116,146,135
113,150,136
111,155,137
110,160,138
110,164,139
113,168,140
117,171,141
122,172,142
127,173,143
132,172,144
136,171,145
141,169,146
144,165,147
145,160,148
143,156,149
141,151,150
139,146,151
105,192,152
108,190,153
111,188,154
114,186,155
117,186,156
121,185,157
125,186,158
128,186,159
132,186,160
136,186,161
139,187,162
142,188,163
145,189,164
148,191,165
148,194,166
146,197,167
143,199,168
140,201,169
137,202,170
134,203,171
130,204,172
126,204,173
123,203,174
119,202,175
116,201,176
113,199,177
110,197,178
108,194,179
108,192,180
111,191,181
113,191,182
116,191,183
119,191,184
122,191,185
125,191,186
127,191,187
130,191,188
133,191,189
136,191,190
139,191,191
141,191,192
144,192,193
