X,Y,Point index
63,121,0
63,138,1
64,156,2
67,173,3
72,190,4
82,206,5
94,219,6
108,230,7
126,234,8
144,231,9
161,221,10
177,209,11
189,195,12
196,177,13
200,159,14
202,140,15
202,121,16
72,110,17
80,102,18
92,99,19
104,101,20
115,105,21
138,105,22
150,100,23
164,98,24
177,101,25
186,109,26
126,118,27
126,131,28
125,143,29
124,156,30
110,163,31
118,166,32
125,168,33
133,166,34
141,163,35
85,121,36
92,117,37
101,117,38
109,123,39
101,124,40
92,123,41
147,123,42
155,117,43
164,117,44
172,120,45
165,123,46
156,123,47
95,180,48
106,178,49
117,177,50
125,179,51
134,177,52
146,178,53
159,180,54
147,193,55
134,198,56
125,199,57
117,198,58
106,192,59
99,181,60
117,182,61
125,183,62
134,183,63
155,182,64
134,190,65
125,191,66
117,190,67
79,58,68
91,56,69
109,60,70
132,60,71
166,55,72
182,60,73
198,89,74
68,81,75
75,65,76
63,109,77
202,108,78
188,70,79
157,59,80
