X,Y,Point index
63,149,0
64,155,1
65,161,2
66,167,3
67,174,4
69,180,5
71,186,6
74,192,7
77,197,8
80,202,9
84,208,10
155,185,11
151,188,12
148,189,13
144,191,14
140,192,15
136,193,16
132,193,17
128,194,18
123,193,19
119,193,20
88,213,21
115,191,22
111,190,23
108,188,24
104,186,25
147,124,26
149,122,27
151,120,28
154,119,29
157,117,30
160,116,31
92,217,32
163,116,33
166,116,34
169,117,35
171,118,36
174,120,37
173,123,38
171,125,39
168,126,40
165,126,41
162,126,42
97,222,43
159,126,44
156,126,45
153,125,46
150,125,47
108,122,48
106,120,49
104,118,50
101,117,51
99,116,52
96,116,53
101,226,54
93,116,55
90,117,56
88,118,57
85,119,58
83,121,59
85,123,60
87,124,61
90,125,62
93,126,63
95,126,64
106,230,65
98,126,66
101,125,67
104,125,68
107,124,69
139,109,70
143,105,71
148,103,72
153,102,73
158,101,74
164,100,75
111,233,76
169,100,77
175,100,78
180,101,79
185,103,80
189,106,81
187,109,82
182,108,83
176,108,84
171,108,85
165,108,86
117,236,87
160,109,88
154,110,89
149,111,90
144,111,91
111,109,92
108,106,93
104,104,94
99,102,95
94,101,96
90,101,97
123,237,98
85,100,99
80,100,100
75,102,101
71,104,102
68,108,103
69,110,104
73,109,105
78,108,106
83,108,107
88,109,108
129,237,109
93,109,110
98,110,111
103,111,112
108,111,113
136,237,114
142,236,115
148,234,116
153,232,117
159,229,118
164,225,119
169,222,120
174,218,121
179,214,122
183,209,123
187,204,124
191,199,125
194,194,126
197,188,127
199,182,128
201,176,129
202,170,130
203,164,131
203,157,132
204,151,133
204,144,134
114,146,135
111,150,136
108,154,137
107,159,138
108,164,139
113,167,140
118,169,141
123,172,142
128,172,143
133,171,144
138,169,145
143,167,146
147,165,147
149,160,148
147,155,149
144,150,150
141,145,151
98,182,152
103,181,153
108,180,154
113,179,155
118,179,156
123,180,157
128,180,158
133,179,159
138,179,160
143,179,161
148,180,162
153,180,163
158,182,164
158,185,165
156,190,166
153,194,167
149,197,168
145,200,169
140,202,170
135,203,171
130,204,172
125,204,173
120,203,174
115,201,175
111,198,176
107,195,177
104,191,178
101,187,179
101,183,180
105,183,181
109,184,182
114,184,183
118,185,184
122,186,185
126,186,186
130,186,187
134,186,188
139,185,189
143,185,190
147,184,191
151,183,192
155,183,193
