X,Y,Point index
55,126,0
57,144,1
59,162,2
62,180,3
67,198,4
76,213,5
91,224,6
108,232,7
128,235,8
148,232,9
165,224,10
180,213,11
190,197,12
196,179,13
198,161,14
200,142,15
201,122,16
67,113,17
75,103,18
88,100,19
102,101,20
115,105,21
138,105,22
151,100,23
165,98,24
179,101,25
188,111,26
126,117,27
126,128,28
126,138,29
126,150,30
113,161,31
120,163,32
127,164,33
134,162,34
141,160,35
83,122,36
90,117,37
99,116,38
108,122,39
99,124,40
90,124,41
147,121,42
155,115,43
164,115,44
172,119,45
165,122,46
156,122,47
99,187,48
109,182,49
119,179,50
127,180,51
135,178,52
145,181,53
157,187,54
146,193,55
136,195,56
128,195,57
119,195,58
109,193,59
104,187,60
119,184,61
127,185,62
135,184,63
152,186,64
135,187,65
128,188,66
119,187,67
70,64,68
84,59,69
106,62,70
131,61,71
167,57,72
183,65,73
198,95,74
59,88,75
67,71,76
54,120,77
201,117,78
188,74,79
157,61,80
