X,Y,Point index
70,144,0
70,150,1
71,156,2
72,162,3
72,168,4
74,174,5
75,180,6
77,185,7
79,191,8
82,196,9
84,202,10
157,180,11
152,181,12
148,182,13
144,182,14
140,182,15
136,183,16
132,183,17
127,183,18
123,184,19
119,183,20
88,207,21
115,183,22
111,182,23
107,181,24
103,180,25
148,123,26
150,121,27
152,120,28
154,120,29
156,119,30
159,119,31
92,211,32
161,119,33
164,119,34
166,119,35
168,120,36
170,121,37
170,123,38
167,123,39
165,123,40
162,123,41
160,123,42
96,216,43
157,123,44
155,123,45
153,123,46
150,123,47
110,122,48
108,121,49
106,121,50
104,120,51
102,120,52
100,120,53
101,219,54
97,120,55
95,120,56
93,121,57
91,122,58
90,123,59
91,123,60
93,124,61
95,124,62
98,124,63
100,124,64
106,223,65
102,124,66
104,124,67
106,124,68
109,123,69
138,108,70
142,104,71
146,103,72
151,102,73
157,101,74
162,101,75
111,225,76
167,101,77
172,102,78
177,104,79
181,107,80
184,110,81
182,113,82
178,111,83
173,110,84
168,109,85
163,108,86
117,227,87
157,108,88
152,109,89
147,110,90
142,110,91
112,109,92
110,106,93
106,105,94
102,104,95
98,103,96
94,103,97
124,228,98
90,103,99
86,104,100
82,107,101
79,109,102
77,113,103
79,115,104
82,114,105
86,112,106
90,111,107
94,110,108
130,228,109
98,110,110
102,111,111
106,111,112
110,111,113
136,228,114
143,227,115
149,226,116
155,224,117
161,222,118
166,219,119
172,216,120
177,213,121
182,209,122
186,206,123
191,201,124
194,196,125
197,191,126
200,186,127
202,180,128
204,175,129
205,169,130
206,163,131
207,157,132
207,151,133
208,144,134
113,140,135
110,144,136
107,148,137
106,153,138
108,157,139
112,160,140
116,161,141
122,163,142
127,163,143
132,162,144
137,161,145
142,160,146
146,157,147
148,153,148
147,148,149
144,144,150
141,140,151
97,178,152
102,177,153
106,176,154
111,176,155
116,176,156
121,176,157
126,176,158
131,176,159
136,176,160
140,176,161
145,177,162
150,177,163
155,178,164
158,179,165
158,183,166
154,185,167
149,187,168
144,188,169
140,190,170
135,190,171
130,191,172
126,191,173
121,191,174
116,190,175
112,188,176
108,186,177
104,184,178
100,181,179
100,178,180
104,179,181
108,179,182
113,179,183
117,180,184
121,180,185
125,181,186
129,180,187
134,180,188
138,180,189
142,180,190
146,179,191
151,179,192
155,179,193
