X,Y,Point index
58,134,0
59,152,1
60,170,2
63,189,3
69,206,4
80,221,5
94,233,6
111,242,7
131,244,8
152,242,9
170,234,10
187,222,11
199,207,12
205,189,13
208,169,14
209,149,15
209,129,16
69,112,17
76,101,18
90,96,19
104,97,20
117,102,21
137,102,22
150,96,23
166,94,24
180,98,25
190,109,26
128,117,27
128,129,28
127,140,29
127,151,30
115,166,31
121,168,32
129,169,33
136,167,34
143,165,35
85,124,36
92,118,37
102,118,38
111,124,39
102,126,40
92,127,41
147,124,42
156,117,43
166,117,44
174,122,45
166,125,46
156,125,47
102,193,48
113,188,49
122,184,50
129,186,51
136,184,52
147,188,53
160,193,54
148,198,55
137,200,56
130,201,57
122,200,58
113,198,59
107,193,60
122,192,61
130,192,62
136,192,63
155,193,64
137,191,65
130,192,66
122,191,67
74,60,68
87,54,69
107,55,70
132,54,71
166,52,72
185,61,73
202,96,74
64,87,75
71,68,76
59,125,77
207,122,78
191,73,79
157,55,80
