X,Y,Point index
58,119,0
58,139,1
59,159,2
61,180,3
67,199,4
78,217,5
91,234,6
105,248,7
125,253,8
147,250,9
166,239,10
184,224,11
198,206,12
208,186,13
212,163,14
214,141,15
216,118,16
67,109,17
74,98,18
87,95,19
101,97,20
114,103,21
137,102,22
152,96,23
168,93,24
184,97,25
194,108,26
125,118,27
124,131,28
124,144,29
123,158,30
108,166,31
116,169,32
124,172,33
133,169,34
141,167,35
83,121,36
90,116,37
100,117,38
108,122,39
100,124,40
90,124,41
148,122,42
157,116,43
167,116,44
174,121,45
167,124,46
157,124,47
94,189,48
104,185,49
115,183,50
124,186,51
134,184,52
147,186,53
161,191,54
148,206,55
134,213,56
124,213,57
114,212,58
103,205,59
99,190,60
115,189,61
124,191,62
134,190,63
156,192,64
134,202,65
124,203,66
114,201,67
75,52,68
87,48,69
107,51,70
133,51,71
172,48,72
191,54,73
208,88,74
64,78,75
71,60,76
59,112,77
212,112,78
197,66,79
161,52,80
