X,Y,Point index
65,149,0
65,154,1
66,159,2
67,165,3
68,170,4
69,176,5
71,181,6
73,186,7
75,191,8
79,195,9
82,200,10
156,182,11
152,184,12
148,186,13
144,187,14
140,189,15
136,190,16
131,190,17
126,191,18
122,190,19
117,189,20
86,204,21
113,188,22
109,186,23
104,185,24
101,183,25
147,125,26
149,123,27
151,121,28
153,120,29
156,119,30
159,119,31
90,208,32
161,119,33
164,119,34
167,119,35
169,120,36
172,121,37
171,123,38
169,124,39
166,125,40
163,125,41
161,125,42
94,212,43
158,125,44
155,125,45
152,125,46
149,125,47
109,123,48
107,122,49
104,120,50
102,120,51
99,119,52
96,119,53
99,215,54
94,119,55
91,120,56
88,120,57
86,121,58
84,123,59
85,124,60
88,125,61
90,125,62
93,125,63
96,125,64
103,219,65
99,125,66
101,125,67
104,125,68
107,125,69
138,108,70
141,103,71
145,101,72
150,100,73
155,99,74
161,99,75
108,222,76
166,99,77
171,100,78
176,102,79
181,104,80
185,108,81
183,111,82
178,110,83
173,108,84
168,108,85
163,108,86
113,224,87
157,109,88
152,110,89
147,110,90
142,110,91
116,107,92
114,103,93
109,101,94
104,100,95
98,100,96
93,100,97
118,226,98
88,100,99
83,101,100
78,103,101
74,107,102
71,111,103
71,114,104
76,112,105
81,111,106
86,109,107
91,109,108
124,227,109
97,109,110
102,109,111
107,110,112
113,110,113
129,227,114
135,227,115
141,226,116
146,224,117
151,222,118
156,219,119
160,216,120
165,212,121
169,209,122
173,205,123
177,200,124
180,196,125
183,191,126
186,187,127
189,182,128
191,176,129
192,171,130
193,166,131
194,160,132
195,155,133
196,149,134
113,145,135
110,149,136
107,153,137
107,158,138
109,162,139
114,164,140
119,165,141
124,167,142
129,168,143
134,167,144
139,166,145
143,164,146
148,162,147
151,158,148
150,153,149
148,149,150
145,145,151
94,179,152
99,178,153
105,177,154
110,176,155
116,176,156
121,176,157
127,177,158
132,176,159
138,176,160
144,175,161
149,176,162
155,176,163
160,177,164
160,182,165
158,186,166
154,190,167
150,194,168
145,197,169
141,199,170
135,200,171
130,201,172
124,201,173
119,200,174
114,198,175
109,195,176
105,191,177
101,188,178
97,183,179
97,180,180
102,180,181
106,180,182
111,181,183
115,181,184
120,182,185
125,182,186
129,182,187
134,182,188
139,181,189
143,181,190
148,180,191
153,179,192
157,179,193
