X,Y,Point index
56,152,0
56,158,1
57,164,2
58,171,3
59,177,4
60,184,5
61,190,6
62,196,7
64,203,8
67,209,9
70,214,10
150,193,11
147,194,12
143,195,13
140,196,14
136,196,15
132,196,16
128,196,17
124,196,18
121,195,19
117,195,20
73,219,21
113,194,22
110,194,23
106,193,24
103,193,25
147,123,26
148,121,27
150,119,28
152,118,29
155,117,30
157,116,31
77,224,32
160,116,33
163,116,34
165,117,35
167,119,36
169,121,37
169,123,38
167,125,39
165,125,40
162,126,41
159,126,42
82,229,43
157,125,44
154,125,45
152,124,46
149,124,47
109,123,48
107,121,49
105,119,50
103,118,51
101,117,52
98,117,53
87,233,54
95,117,55
93,118,56
90,119,57
88,120,58
86,122,59
87,124,60
89,125,61
92,125,62
94,125,63
97,125,64
92,236,65
100,125,66
102,125,67
105,125,68
108,125,69
143,106,70
145,102,71
149,101,72
153,100,73
158,99,74
162,99,75
98,239,76
167,99,77
171,100,78
175,102,79
179,105,80
181,108,81
180,112,82
177,111,83
173,109,84
168,107,85
164,107,86
104,241,87
159,107,88
155,108,89
150,108,90
146,108,91
114,106,92
111,103,93
107,101,94
102,101,95
97,101,96
92,101,97
110,242,98
87,102,99
82,103,100
78,106,101
74,109,102
71,113,103
73,115,104
78,113,105
82,111,106
87,109,107
91,108,108
116,243,109
96,108,110
101,108,111
106,108,112
111,109,113
123,244,114
129,244,115
136,244,116
142,242,117
148,240,118
154,238,119
159,234,120
164,230,121
168,225,122
172,221,123
176,216,124
180,210,125
183,205,126
185,199,127
187,193,128
189,187,129
190,181,130
191,174,131
192,168,132
193,162,133
194,155,134
114,145,135
112,149,136
109,154,137
108,159,138
108,164,139
112,167,140
117,169,141
122,170,142
128,171,143
133,171,144
138,170,145
143,168,146
146,165,147
147,160,148
146,155,149
143,150,150
141,145,151
96,192,152
100,189,153
104,186,154
108,185,155
112,184,156
117,183,157
122,183,158
126,184,159
131,184,160
136,184,161
140,185,162
145,187,163
148,189,164
152,191,165
152,195,166
149,198,167
145,201,168
141,204,169
137,205,170
132,206,171
128,207,172
123,206,173
118,206,174
114,205,175
110,203,176
106,201,177
102,198,178
99,195,179
100,192,180
103,191,181
107,190,182
110,190,183
114,190,184
118,190,185
122,190,186
126,191,187
129,191,188
133,191,189
137,191,190
141,191,191
144,191,192
148,192,193
