X,Y,Point index
59,120,0
59,139,1
60,157,2
63,175,3
70,192,4
80,206,5
93,218,6
107,228,7
124,230,8
141,227,9
156,218,10
168,206,11
179,192,12
186,175,13
189,158,14
191,139,15
192,121,16
73,109,17
81,100,18
93,97,19
106,98,20
117,102,21
134,102,22
146,98,23
159,97,24
171,100,25
179,109,26
126,116,27
126,125,28
126,135,29
126,145,30
109,156,31
117,158,32
126,160,33
134,158,34
141,156,35
85,120,36
92,116,37
100,116,38
108,120,39
100,122,40
92,122,41
144,120,42
151,116,43
159,117,44
166,120,45
159,122,46
151,122,47
98,183,48
108,176,49
118,173,50
125,175,51
132,173,52
142,177,53
151,184,54
141,192,55
132,196,56
124,196,57
117,196,58
107,192,59
102,183,60
118,181,61
125,181,62
132,181,63
146,184,64
132,186,65
124,187,66
117,186,67
79,63,68
91,58,69
109,60,70
130,61,71
160,59,72
174,67,73
187,97,74
68,85,75
75,70,76
61,119,77
189,120,78
179,76,79
152,61,80
