X,Y,Point index
53,148,0
53,154,1
53,161,2
54,167,3
55,173,4
56,180,5
57,186,6
58,192,7
61,198,8
63,204,9
67,210,10
151,189,11
149,189,12
145,188,13
142,187,14
139,187,15
135,187,16
132,187,17
128,187,18
125,187,19
122,187,20
71,215,21
118,187,22
115,188,23
111,189,24
108,190,25
148,123,26
149,120,27
152,119,28
155,117,29
158,116,30
161,116,31
75,219,32
164,116,33
167,117,34
169,117,35
172,119,36
174,121,37
174,124,38
171,126,39
168,126,40
165,126,41
162,126,42
80,223,43
159,126,44
156,125,45
153,125,46
150,124,47
110,122,48
108,119,49
106,117,50
103,116,51
100,115,52
97,115,53
86,226,54
94,115,55
91,116,56
88,117,57
86,118,58
83,120,59
84,122,60
87,124,61
90,125,62
93,125,63
96,125,64
92,229,65
99,125,66
102,125,67
105,124,68
108,123,69
142,104,70
145,100,71
149,97,72
154,96,73
159,96,74
164,95,75
98,231,76
169,95,77
174,96,78
178,98,79
183,100,80
186,104,81
185,107,82
181,106,83
176,105,84
171,104,85
166,104,86
104,232,87
161,104,88
156,105,89
151,106,90
146,106,91
116,103,92
113,99,93
108,97,94
103,96,95
97,95,96
92,95,97
111,233,98
86,95,99
81,97,100
76,99,101
72,102,102
68,106,103
71,108,104
76,107,105
81,105,106
86,104,107
92,103,108
117,234,109
97,104,110
102,105,111
108,106,112
113,107,113
123,234,114
130,234,115
136,234,116
143,233,117
149,231,118
155,229,119
161,227,120
167,224,121
172,220,122
177,216,123
181,212,124
185,207,125
188,201,126
190,195,127
192,189,128
193,182,129
195,176,130
196,170,131
197,163,132
198,157,133
199,150,134
115,141,135
113,145,136
111,150,137
109,154,138
109,159,139
113,163,140
118,164,141
123,163,142
129,163,143
134,163,144
139,164,145
144,163,146
148,160,147
149,155,148
147,151,149
145,146,150
142,141,151
100,191,152
103,188,153
107,185,154
110,183,155
114,181,156
118,179,157
122,179,158
126,179,159
131,179,160
135,179,161
139,180,162
143,181,163
147,183,164
151,185,165
154,188,166
152,192,167
149,194,168
145,195,169
141,196,170
137,197,171
133,197,172
129,197,173
124,197,174
120,197,175
116,197,176
111,196,177
107,194,178
104,193,179
104,190,180
107,189,181
111,188,182
114,187,183
117,186,184
120,186,185
124,186,186
127,186,187
131,186,188
134,186,189
137,186,190
141,187,191
144,187,192
147,188,193
