X,Y,Point index
66,145,0
66,150,1
67,156,2
68,162,3
69,167,4
71,173,5
73,178,6
75,184,7
78,189,8
81,194,9
84,199,10
151,187,11
148,188,12
144,188,13
141,189,14
138,190,15
134,190,16
131,190,17
127,191,18
124,190,19
120,190,20
88,203,21
117,189,22
114,188,23
110,188,24
107,187,25
146,124,26
148,122,27
150,121,28
152,120,29
154,119,30
157,118,31
92,207,32
159,118,33
162,118,34
165,118,35
167,119,36
169,120,37
169,123,38
167,124,39
165,124,40
162,125,41
159,125,42
96,212,43
157,125,44
154,125,45
151,125,46
149,125,47
109,123,48
108,122,49
106,120,50
103,119,51
101,119,52
99,118,53
100,216,54
96,118,55
94,119,56
91,119,57
89,120,58
87,122,59
88,123,60
90,124,61
93,125,62
95,125,63
98,125,64
104,220,65
100,125,66
103,125,67
105,125,68
108,125,69
139,110,70
142,106,71
146,104,72
150,102,73
155,101,74
160,100,75
109,223,76
165,100,77
170,100,78
175,101,79
179,103,80
183,106,81
181,109,82
177,109,83
172,108,84
167,108,85
162,109,86
115,225,87
157,110,88
152,111,89
148,112,90
143,112,91
114,110,92
112,106,93
108,104,94
103,103,95
99,102,96
94,101,97
120,227,98
89,101,99
85,101,100
80,102,101
76,104,102
73,107,103
74,111,104
79,110,105
83,110,106
88,109,107
92,110,108
126,227,109
97,110,110
102,111,111
106,112,112
111,112,113
132,227,114
138,227,115
143,225,116
149,223,117
154,221,118
159,218,119
164,214,120
168,211,121
173,207,122
177,203,123
181,198,124
184,194,125
187,189,126
190,184,127
193,179,128
195,173,129
196,168,130
198,162,131
199,156,132
200,151,133
201,145,134
115,147,135
112,151,136
110,156,137
108,160,138
109,165,139
112,169,140
117,170,141
122,171,142
127,172,143
132,171,144
137,170,145
142,169,146
146,165,147
147,161,148
145,156,149
142,152,150
140,147,151
101,185,152
105,184,153
109,184,154
113,183,155
117,183,156
121,183,157
126,183,158
130,183,159
134,183,160
139,183,161
143,183,162
147,183,163
151,184,164
153,186,165
152,189,166
149,192,167
145,195,168
142,197,169
138,198,170
134,199,171
129,200,172
125,200,173
121,199,174
117,198,175
113,196,176
110,193,177
107,191,178
104,188,179
104,186,180
108,186,181
111,187,182
114,187,183
118,188,184
121,188,185
125,189,186
128,189,187
132,188,188
135,188,189
139,187,190
142,187,191
146,187,192
149,186,193
