X,Y,Point index
54,123,0
55,143,1
58,162,2
60,181,3
66,200,4
78,215,5
93,228,6
109,239,7
129,242,8
148,239,9
166,229,10
182,217,11
195,201,12
202,182,13
204,162,14
206,142,15
208,122,16
65,113,17
73,102,18
86,99,19
100,101,20
113,105,21
137,105,22
151,100,23
165,99,24
179,103,25
189,113,26
125,118,27
125,130,28
125,141,29
125,153,30
111,161,31
118,164,32
125,166,33
133,164,34
140,161,35
82,121,36
90,118,37
99,118,38
107,122,39
99,124,40
90,124,41
146,122,42
154,118,43
163,118,44
171,122,45
163,124,46
154,124,47
97,184,48
108,179,49
118,178,50
126,179,51
135,178,52
146,179,53
158,184,54
147,195,55
136,199,56
126,200,57
118,200,58
107,195,59
102,185,60
118,182,61
126,183,62
135,182,63
154,184,64
136,192,65
126,193,66
118,192,67
69,61,68
82,57,69
104,60,70
130,60,71
168,57,72
186,64,73
202,96,74
59,85,75
66,69,76
54,117,77
206,117,78
191,74,79
158,61,80
