X,Y,Point index
66,149,0
67,155,1
67,161,2
68,167,3
70,173,4
71,179,5
74,185,6
76,191,7
79,196,8
82,201,9
85,206,10
157,184,11
153,184,12
150,185,13
146,185,14
142,186,15
138,187,16
135,187,17
131,188,18
127,188,19
123,188,20
89,211,21
119,187,22
115,187,23
111,186,24
107,186,25
147,124,26
149,122,27
151,121,28
154,119,29
156,118,30
159,118,31
93,216,32
162,118,33
165,118,34
167,118,35
170,119,36
172,121,37
172,123,38
169,124,39
167,125,40
164,125,41
161,125,42
97,220,43
158,125,44
155,125,45
153,125,46
150,124,47
109,123,48
107,121,49
105,120,50
103,119,51
100,118,52
98,118,53
102,224,54
95,118,55
93,118,56
90,119,57
88,120,58
86,121,59
87,123,60
89,124,61
92,125,62
94,125,63
97,125,64
107,228,65
99,125,66
102,125,67
105,125,68
107,124,69
140,104,70
143,100,71
147,98,72
152,97,73
157,96,74
162,95,75
112,231,76
167,95,77
172,96,78
176,98,79
181,100,80
184,103,81
183,107,82
178,106,83
173,105,84
168,104,85
163,104,86
118,233,87
158,105,88
154,105,89
149,106,90
144,107,91
112,105,92
110,101,93
106,98,94
102,97,95
98,96,96
93,95,97
124,234,98
89,95,99
84,96,100
80,98,101
77,100,102
74,104,103
74,107,104
79,106,105
83,105,106
87,104,107
92,104,108
130,234,109
96,104,110
101,105,111
105,107,112
109,107,113
136,234,114
142,233,115
147,232,116
153,230,117
159,227,118
164,224,119
169,221,120
174,218,121
179,214,122
183,210,123
188,205,124
191,200,125
194,195,126
197,190,127
199,184,128
201,178,129
203,172,130
204,166,131
205,160,132
206,154,133
207,147,134
113,145,135
111,149,136
108,153,137
107,158,138
109,163,139
113,165,140
118,167,141
123,168,142
128,168,143
133,167,144
138,166,145
143,165,146
147,162,147
149,158,148
147,153,149
144,149,150
141,144,151
100,185,152
104,183,153
109,182,154
113,181,155
117,181,156
122,181,157
127,181,158
131,181,159
136,180,160
140,180,161
145,181,162
149,181,163
155,181,164
158,183,165
157,186,166
154,189,167
150,191,168
146,193,169
142,195,170
137,196,171
133,197,172
128,197,173
124,197,174
119,196,175
115,195,176
111,193,177
107,190,178
104,188,179
104,185,180
108,185,181
111,186,182
115,186,183
119,186,184
123,186,185
127,187,186
131,187,187
135,186,188
138,186,189
142,185,190
146,185,191
150,184,192
155,184,193
