X,Y,Point index
63,143,0
64,148,1
65,154,2
66,160,3
67,166,4
69,171,5
70,177,6
72,182,7
75,188,8
77,193,9
80,198,10
147,187,11
145,187,12
142,187,13
139,187,14
137,187,15
134,187,16
131,187,17
128,187,18
125,187,19
122,187,20
84,202,21
120,187,22
117,187,23
114,187,24
111,187,25
146,123,26
148,121,27
150,119,28
152,117,29
155,116,30
158,116,31
87,207,32
161,115,33
164,116,34
167,116,35
169,118,36
172,120,37
172,123,38
169,124,39
167,125,40
164,126,41
161,126,42
92,210,43
158,125,44
155,125,45
152,124,46
149,124,47
108,122,48
106,120,49
104,118,50
102,117,51
99,116,52
96,116,53
96,214,54
94,116,55
91,117,56
88,118,57
86,119,58
84,121,59
85,123,60
87,125,61
90,125,62
93,126,63
96,126,64
101,217,65
99,126,66
101,125,67
104,124,68
107,124,69
141,108,70
143,103,71
147,101,72
152,100,73
157,100,74
162,99,75
105,221,76
166,99,77
171,100,78
176,101,79
180,104,80
183,107,81
182,111,82
178,109,83
173,108,84
169,107,85
164,107,86
110,223,87
159,108,88
154,108,89
149,109,90
145,110,91
114,107,92
111,103,93
107,101,94
102,101,95
96,100,96
91,100,97
116,225,98
86,100,99
82,101,100
77,103,101
73,106,102
69,109,103
71,111,104
76,110,105
81,109,106
86,109,107
91,108,108
121,227,109
96,109,110
101,109,111
106,110,112
111,110,113
127,227,114
132,227,115
138,226,116
143,224,117
148,221,118
153,218,119
157,214,120
161,210,121
165,206,122
169,202,123
173,197,124
175,192,125
178,187,126
180,182,127
182,176,128
183,170,129
184,165,130
186,159,131
187,153,132
188,147,133
189,141,134
118,144,135
115,148,136
113,152,137
111,157,138
112,162,139
115,165,140
120,167,141
124,168,142
129,168,143
134,168,144
138,167,145
143,166,146
146,163,147
147,158,148
146,153,149
143,149,150
141,144,151
105,188,152
107,186,153
111,185,154
114,183,155
117,181,156
121,181,157
125,181,158
128,181,159
132,180,160
136,180,161
139,181,162
143,182,163
146,183,164
149,186,165
150,189,166
148,192,167
146,194,168
142,196,169
139,197,170
135,198,171
131,198,172
128,198,173
124,197,174
120,197,175
117,195,176
114,194,177
110,192,178
107,190,179
108,188,180
111,187,181
114,187,182
116,187,183
119,187,184
122,187,185
125,187,186
128,187,187
131,187,188
133,187,189
136,187,190
139,186,191
142,187,192
145,187,193
