X,Y,Point index
65,140,0
66,146,1
67,151,2
69,157,3
70,162,4
72,168,5
74,173,6
76,178,7
79,184,8
81,189,9
84,194,10
149,185,11
146,188,12
143,190,13
140,192,14
137,194,15
133,195,16
129,195,17
126,195,18
122,194,19
118,193,20
88,198,21
115,191,22
112,189,23
109,187,24
107,184,25
146,125,26
147,123,27
150,121,28
152,120,29
154,119,30
157,118,31
91,203,32
160,117,33
162,118,34
165,118,35
168,119,36
170,121,37
170,123,38
168,124,39
165,125,40
162,126,41
160,126,42
95,207,43
157,126,44
154,126,45
151,125,46
148,125,47
107,123,48
106,121,49
104,120,50
102,119,51
99,118,52
97,117,53
99,212,54
94,117,55
92,117,56
89,118,57
87,119,58
85,120,59
86,122,60
88,123,61
90,124,62
93,125,63
95,125,64
104,216,65
98,125,66
100,125,67
103,125,68
106,125,69
141,113,70
144,110,71
148,108,72
152,107,73
157,106,74
161,106,75
108,219,76
166,105,77
170,105,78
175,106,79
179,107,80
183,109,81
181,112,82
177,111,83
172,111,84
167,111,85
163,111,86
114,222,87
158,112,88
153,113,89
149,114,90
144,115,91
110,112,92
107,109,93
103,108,94
99,106,95
95,106,96
91,105,97
119,224,98
86,104,99
82,104,100
78,105,101
74,107,102
71,109,103
73,111,104
78,111,105
82,110,106
86,111,107
90,111,108
125,225,109
95,111,110
99,112,111
103,113,112
107,114,113
131,225,114
137,225,115
142,223,116
148,220,117
153,217,118
157,214,119
162,210,120
166,206,121
171,202,122
175,198,123
179,194,124
182,189,125
185,184,126
188,179,127
191,174,128
192,168,129
194,163,130
196,157,131
197,152,132
198,146,133
199,140,134
114,146,135
112,149,136
109,153,137
108,157,138
109,162,139
112,165,140
117,167,141
121,169,142
126,169,143
131,168,144
136,167,145
140,165,146
144,163,147
145,158,148
144,154,149
141,150,150
139,146,151
101,181,152
105,179,153
109,178,154
113,177,155
118,176,156
123,176,157
128,176,158
133,176,159
138,176,160
142,176,161
147,177,162
151,178,163
153,181,164
152,186,165
150,190,166
148,194,167
145,198,168
141,201,169
137,203,170
133,204,171
128,204,172
123,204,173
118,202,174
114,200,175
111,197,176
108,193,177
105,189,178
103,185,179
104,181,180
107,181,181
111,181,182
115,181,183
118,181,184
122,181,185
126,181,186
130,181,187
134,181,188
137,180,189
141,180,190
145,180,191
148,181,192
150,182,193
