X,Y,Point index
65,145,0
65,151,1
66,157,2
67,163,3
68,169,4
69,175,5
70,181,6
72,187,7
75,193,8
78,199,9
81,204,10
156,185,11
152,187,12
148,189,13
143,190,14
139,191,15
134,192,16
130,192,17
125,192,18
120,192,19
116,191,20
85,209,21
111,189,22
107,188,23
103,186,24
100,183,25
146,124,26
149,122,27
151,121,28
154,120,29
156,119,30
159,119,31
88,214,32
161,119,33
164,119,34
167,120,35
169,120,36
172,122,37
171,124,38
168,125,39
166,125,40
163,126,41
160,126,42
92,219,43
157,125,44
155,125,45
152,125,46
149,124,47
108,122,48
106,121,49
104,119,50
102,119,51
100,118,52
97,118,53
97,224,54
95,117,55
92,118,56
90,118,57
88,119,58
86,121,59
87,122,60
89,123,61
92,124,62
94,124,63
97,124,64
102,228,65
99,124,66
102,124,67
104,124,68
107,123,69
139,108,70
142,104,71
146,102,72
152,100,73
157,100,74
162,100,75
107,231,76
168,100,77
173,102,78
178,104,79
183,106,80
186,111,81
185,114,82
180,113,83
175,111,84
170,110,85
164,109,86
112,234,87
159,109,88
153,110,89
148,111,90
143,111,91
112,108,92
110,104,93
106,102,94
101,100,95
96,100,96
92,99,97
119,236,98
87,99,99
82,100,100
78,102,101
74,105,102
72,108,103
72,112,104
76,112,105
80,110,106
85,109,107
89,108,108
125,236,109
94,108,110
99,109,111
104,110,112
108,110,113
131,236,114
138,236,115
144,234,116
150,232,117
156,230,118
161,226,119
166,222,120
171,218,121
176,214,122
180,209,123
185,205,124
188,200,125
192,195,126
195,189,127
197,184,128
199,178,129
201,172,130
202,166,131
203,159,132
204,153,133
205,147,134
110,143,135
107,147,136
104,151,137
102,156,138
105,161,139
110,163,140
115,165,141
120,166,142
126,167,143
131,166,144
136,165,145
142,164,146
147,161,147
149,157,148
148,152,149
144,148,150
141,143,151
93,180,152
98,178,153
103,177,154
109,177,155
114,177,156
120,177,157
126,178,158
132,177,159
137,177,160
143,177,161
149,177,162
154,178,163
159,180,164
160,184,165
158,188,166
154,192,167
149,195,168
144,197,169
139,199,170
134,200,171
128,201,172
123,201,173
117,200,174
112,198,175
108,195,176
103,192,177
100,188,178
96,184,179
96,180,180
101,180,181
106,181,182
110,181,183
115,182,184
120,182,185
125,183,186
129,183,187
134,182,188
139,182,189
144,182,190
148,181,191
153,182,192
156,183,193
