X,Y,Point index
54,146,0
54,152,1
55,159,2
56,165,3
57,171,4
59,178,5
60,184,6
63,190,7
65,196,8
68,202,9
72,207,10
149,192,11
146,194,12
143,195,13
140,196,14
136,197,15
133,198,16
129,198,17
126,198,18
122,198,19
119,197,20
76,212,21
115,196,22
112,195,23
109,194,24
106,193,25
144,122,26
146,120,27
147,118,28
149,117,29
151,116,30
153,116,31
80,217,32
156,116,33
158,115,34
160,116,35
162,116,36
164,117,37
164,119,38
162,120,39
160,121,40
158,122,41
156,122,42
85,221,43
153,122,44
151,122,45
149,121,46
147,122,47
108,122,48
107,120,49
105,119,50
103,118,51
101,118,52
98,118,53
89,226,54
96,118,55
94,119,56
92,120,57
90,120,58
88,122,59
89,123,60
91,123,61
93,124,62
96,124,63
98,124,64
94,230,65
100,124,66
103,124,67
105,124,68
107,123,69
139,111,70
141,107,71
145,105,72
149,104,73
153,102,74
157,101,75
99,233,76
161,101,77
165,101,78
170,102,79
173,104,80
176,107,81
175,110,82
171,110,83
167,109,84
163,109,85
159,109,86
105,236,87
154,109,88
150,110,89
146,112,90
142,112,91
115,110,92
112,107,93
108,106,94
103,105,95
98,105,96
94,105,97
111,238,98
89,105,99
84,106,100
80,108,101
76,110,102
73,114,103
76,116,104
80,115,105
85,114,106
89,113,107
94,113,108
117,239,109
98,113,110
103,113,111
108,113,112
112,113,113
124,240,114
130,239,115
136,239,116
142,237,117
148,235,118
153,231,119
158,227,120
162,222,121
166,217,122
169,211,123
172,205,124
175,200,125
178,194,126
180,188,127
182,182,128
184,175,129
185,169,130
187,163,131
187,156,132
188,150,133
189,143,134
114,144,135
111,148,136
108,153,137
108,158,138
109,163,139
113,166,140
118,168,141
124,169,142
129,170,143
134,170,144
139,168,145
144,166,146
147,162,147
149,158,148
147,153,149
145,148,150
142,143,151
99,191,152
103,188,153
107,187,154
111,186,155
116,185,156
120,184,157
125,184,158
130,185,159
134,185,160
139,185,161
143,185,162
148,187,163
151,189,164
153,192,165
151,196,166
148,199,167
145,203,168
141,206,169
137,208,170
133,209,171
128,209,172
124,209,173
119,208,174
115,206,175
111,203,176
108,201,177
105,198,178
102,194,179
103,191,180
106,190,181
109,190,182
113,190,183
117,190,184
120,190,185
124,191,186
127,191,187
131,191,188
135,190,189
138,190,190
142,190,191
145,190,192
148,191,193
