X,Y,Point index
45,114,0
45,136,1
47,158,2
50,180,3
58,200,4
72,218,5
89,233,6
108,245,7
129,249,8
149,244,9
166,229,10
179,213,11
190,194,12
197,173,13
199,152,14
200,132,15
200,111,16
64,108,17
75,100,18
90,98,19
105,101,20
118,108,21
139,107,22
152,100,23
165,97,24
178,98,25
188,106,26
129,120,27
130,135,28
131,149,29
132,164,30
112,169,31
121,173,32
131,176,33
140,173,34
148,169,35
81,121,36
90,119,37
99,119,38
109,124,39
99,124,40
90,124,41
146,124,42
156,118,43
164,118,44
173,120,45
165,123,46
156,124,47
89,184,48
105,184,49
120,185,50
130,187,51
140,185,52
153,184,53
166,183,54
153,200,55
140,209,56
130,211,57
119,209,58
104,202,59
94,186,60
120,189,61
130,191,62
140,189,63
161,185,64
140,200,65
130,202,66
119,201,67
66,48,68
83,49,69
106,55,70
132,55,71
165,48,72
180,51,73
196,80,74
54,72,75
63,56,76
44,100,77
198,99,78
186,61,79
157,54,80
