X,Y,Point index
51,116,0
51,137,1
54,157,2
57,177,3
64,196,4
76,212,5
91,226,6
108,237,7
126,241,8
145,237,9
161,226,10
176,212,11
187,196,12
195,178,13
198,158,14
201,138,15
202,118,16
66,102,17
76,94,18
90,93,19
103,96,20
114,102,21
143,102,22
154,96,23
167,94,24
179,96,25
188,104,26
129,120,27
129,135,28
129,149,29
129,163,30
113,170,31
121,173,32
128,176,33
136,173,34
143,170,35
82,121,36
90,116,37
100,117,38
109,124,39
99,125,40
90,124,41
147,125,42
155,117,43
165,117,44
173,122,45
166,125,46
156,126,47
93,185,48
107,184,49
119,184,50
128,186,51
136,184,52
148,185,53
160,187,54
148,201,55
136,207,56
127,208,57
118,206,58
106,200,59
98,187,60
119,190,61
127,191,62
136,190,63
156,188,64
136,198,65
127,199,66
119,198,67
75,44,68
89,44,69
109,49,70
133,51,71
164,45,72
179,49,73
197,81,74
61,67,75
71,52,76
52,98,77
200,101,78
186,60,79
157,50,80
