X,Y,Point index
58,121,0
59,140,1
62,157,2
65,175,3
71,192,4
82,207,5
96,220,6
112,229,7
129,232,8
145,229,9
159,218,10
171,206,11
180,191,12
186,175,13
189,158,14
191,142,15
191,125,16
67,112,17
78,105,18
91,103,19
105,105,20
117,111,21
140,110,22
152,106,23
165,104,24
177,105,25
186,112,26
129,122,27
129,134,28
130,147,29
130,159,30
115,166,31
122,169,32
129,171,33
136,169,34
142,167,35
83,122,36
91,117,37
101,118,38
110,125,39
100,126,40
90,125,41
146,125,42
155,118,43
165,118,44
172,123,45
165,126,46
156,126,47
96,182,48
109,182,49
121,181,50
128,183,51
136,181,52
148,182,53
159,182,54
148,195,55
137,201,56
128,202,57
120,201,58
108,195,59
100,184,60
121,186,61
128,187,62
137,186,63
155,184,64
137,192,65
128,194,66
121,193,67
75,60,68
88,59,69
109,65,70
133,66,71
164,60,72
178,64,73
193,91,74
63,81,75
71,67,76
56,107,77
194,109,78
184,74,79
157,65,80
