X,Y,Point index
62,146,0
62,152,1
62,159,2
63,166,3
64,172,4
65,179,5
67,185,6
69,192,7
71,198,8
74,204,9
78,209,10
154,186,11
150,186,12
147,187,13
143,188,14
140,188,15
136,189,16
133,189,17
129,190,18
126,190,19
122,190,20
82,214,21
119,189,22
115,188,23
112,188,24
108,187,25
147,122,26
149,120,27
151,119,28
154,118,29
156,117,30
159,117,31
87,219,32
161,117,33
164,117,34
167,118,35
169,118,36
171,120,37
170,122,38
167,123,39
165,124,40
162,124,41
160,124,42
92,223,43
157,124,44
154,123,45
152,123,46
149,123,47
108,121,48
106,119,49
104,118,50
102,117,51
100,117,52
97,117,53
97,227,54
95,117,55
92,118,56
90,119,57
88,120,58
86,122,59
88,123,60
90,123,61
93,124,62
95,124,63
98,124,64
103,231,65
100,124,66
102,123,67
105,123,68
107,122,69
141,106,70
144,102,71
148,100,72
153,98,73
158,97,74
164,97,75
108,234,76
169,97,77
174,97,78
179,99,79
183,102,80
187,106,81
186,109,82
181,109,83
176,107,84
171,106,85
166,105,86
114,236,87
161,106,88
155,107,89
150,108,90
145,109,91
112,107,92
110,103,93
106,100,94
101,98,95
96,97,96
91,97,97
121,237,98
86,97,99
81,98,100
77,100,101
73,103,102
70,107,103
70,111,104
75,110,105
80,108,106
84,107,107
89,107,108
127,238,109
94,107,110
99,108,111
104,109,112
109,109,113
134,238,114
141,237,115
147,236,116
153,233,117
159,231,118
165,228,119
171,225,120
177,221,121
182,217,122
187,213,123
191,208,124
195,203,125
198,197,126
201,191,127
203,184,128
204,178,129
206,171,130
206,165,131
207,158,132
207,151,133
207,144,134
114,145,135
111,149,136
109,153,137
107,158,138
108,163,139
112,166,140
117,168,141
122,169,142
127,169,143
132,168,144
137,167,145
142,166,146
146,163,147
147,158,148
146,153,149
143,149,150
140,144,151
101,185,152
105,184,153
110,184,154
114,184,155
118,183,156
123,184,157
127,184,158
131,184,159
136,184,160
140,184,161
144,184,162
149,183,163
153,184,164
156,186,165
155,189,166
152,192,167
148,194,168
144,195,169
140,197,170
136,198,171
131,198,172
127,198,173
123,198,174
118,197,175
114,196,176
111,194,177
107,191,178
104,188,179
105,186,180
109,186,181
112,187,182
115,187,183
119,187,184
122,188,185
126,188,186
130,188,187
133,187,188
137,187,189
140,187,190
144,186,191
147,186,192
151,186,193
