X,Y,Point index
72,131,0
72,146,1
74,160,2
77,175,3
80,189,4
87,202,5
99,211,6
112,218,7
128,220,8
145,219,9
162,213,10
177,205,11
188,192,12
193,177,13
196,160,14
198,144,15
199,127,16
74,111,17
81,103,18
92,101,19
103,102,20
114,106,21
135,106,22
147,101,23
161,99,24
174,102,25
184,110,26
124,120,27
124,131,28
123,141,29
122,152,30
113,162,31
118,163,32
124,165,33
131,163,34
137,161,35
85,125,36
92,119,37
101,119,38
110,126,39
101,127,40
92,128,41
144,125,42
153,118,43
163,118,44
171,123,45
163,126,46
154,126,47
103,182,48
111,177,49
120,174,50
126,176,51
132,174,52
143,177,53
155,181,54
143,187,55
133,189,56
126,190,57
120,189,58
112,187,59
107,182,60
120,181,61
126,182,62
132,181,63
150,182,64
133,181,65
126,181,66
120,181,67
82,66,68
92,62,69
108,64,70
130,64,71
161,61,72
178,68,73
195,95,74
72,87,75
78,72,76
69,118,77
200,115,78
184,76,79
153,64,80
