X,Y,Point index
59,124,0
59,142,1
60,160,2
62,177,3
67,195,4
78,210,5
92,222,6
108,231,7
127,234,8
147,232,9
165,222,10
180,211,11
192,196,12
199,179,13
202,160,14
203,142,15
205,124,16
69,113,17
78,104,18
90,101,19
103,103,20
116,107,21
136,106,22
150,102,23
164,101,24
178,104,25
187,113,26
126,120,27
126,131,28
125,142,29
125,154,30
110,161,31
117,164,32
125,166,33
134,164,34
142,161,35
84,123,36
92,119,37
100,120,38
109,125,39
100,125,40
92,125,41
146,124,42
155,119,43
163,119,44
172,123,45
164,125,46
155,125,47
94,178,48
105,174,49
117,172,50
126,174,51
136,172,52
149,174,53
162,177,54
150,191,55
137,198,56
126,199,57
117,198,58
105,192,59
98,178,60
117,177,61
126,178,62
136,177,63
158,178,64
136,190,65
126,191,66
117,190,67
75,63,68
88,61,69
108,64,70
132,64,71
167,61,72
183,66,73
200,95,74
65,86,75
72,70,76
59,114,77
203,114,78
189,76,79
157,64,80
