X,Y,Point index
57,147,0
58,154,1
58,161,2
59,167,3
59,174,4
60,181,5
62,187,6
63,194,7
66,200,8
69,206,9
72,212,10
156,192,11
152,195,12
147,197,13
143,198,14
138,199,15
134,200,16
129,200,17
124,200,18
119,200,19
114,198,20
76,217,21
110,197,22
106,195,23
102,193,24
98,190,25
147,125,26
149,123,27
151,122,28
154,121,29
156,120,30
159,119,31
80,222,32
161,119,33
164,119,34
167,120,35
169,121,36
171,122,37
171,124,38
168,125,39
166,125,40
163,126,41
161,126,42
85,227,43
158,126,44
155,125,45
152,125,46
150,125,47
107,123,48
106,122,49
103,120,50
101,120,51
99,119,52
96,119,53
90,231,54
93,119,55
91,119,56
88,120,57
86,120,58
84,122,59
85,123,60
88,124,61
90,124,62
93,124,63
95,125,64
95,235,65
98,125,66
101,124,67
103,124,68
106,124,69
143,108,70
146,105,71
150,103,72
155,101,73
159,101,74
164,100,75
101,239,76
169,100,77
174,101,78
178,102,79
182,105,80
185,108,81
184,111,82
179,109,83
175,108,84
170,108,85
165,108,86
107,241,87
160,108,88
156,109,89
151,110,90
146,110,91
111,108,92
107,104,93
103,103,94
98,102,95
94,101,96
89,101,97
113,243,98
84,102,99
80,102,100
75,104,101
71,107,102
68,110,103
71,112,104
76,111,105
80,109,106
85,109,107
89,108,108
120,244,109
94,109,110
99,109,111
103,110,112
108,110,113
126,244,114
133,244,115
139,243,116
146,241,117
152,239,118
158,236,119
163,232,120
169,228,121
174,224,122
179,220,123
183,214,124
187,209,125
190,203,126
193,197,127
196,191,128
197,185,129
198,178,130
199,171,131
200,165,132
201,158,133
201,151,134
112,144,135
109,149,136
106,153,137
105,159,138
106,164,139
110,167,140
115,169,141
121,171,142
126,173,143
132,172,144
137,170,145
142,168,146
147,165,147
148,160,148
147,155,149
144,150,150
141,145,151
91,186,152
96,184,153
102,184,154
107,183,155
113,183,156
119,184,157
125,184,158
131,185,159
136,184,160
142,184,161
148,185,162
153,186,163
158,187,164
160,191,165
158,196,166
153,199,167
149,203,168
144,205,169
138,207,170
133,208,171
127,209,172
121,208,173
116,207,174
111,205,175
106,202,176
102,199,177
98,195,178
94,191,179
95,187,180
99,187,181
104,187,182
109,187,183
114,187,184
118,188,185
123,189,186
128,189,187
133,189,188
138,189,189
143,189,190
148,189,191
152,189,192
156,189,193
