X,Y,Point index
54,150,0
55,156,1
55,163,2
56,170,3
57,176,4
59,183,5
61,189,6
63,195,7
66,201,8
69,207,9
72,212,10
154,191,11
151,194,12
147,195,13
143,197,14
139,198,15
135,199,16
131,199,17
126,199,18
122,198,19
118,197,20
76,217,21
114,196,22
110,195,23
106,193,24
102,191,25
147,124,26
149,122,27
151,120,28
153,119,29
156,118,30
158,117,31
81,222,32
161,117,33
164,117,34
166,118,35
169,119,36
171,121,37
171,123,38
168,124,39
166,125,40
163,125,41
160,125,42
86,226,43
158,125,44
155,125,45
152,125,46
150,124,47
109,123,48
108,121,49
105,120,50
103,119,51
100,118,52
97,118,53
91,230,54
95,118,55
92,118,56
89,119,57
87,121,58
85,122,59
85,124,60
88,125,61
91,126,62
94,126,63
96,126,64
96,234,65
99,126,66
102,125,67
105,125,68
108,125,69
142,106,70
145,102,71
149,99,72
154,98,73
159,97,74
164,97,75
101,237,76
169,97,77
174,99,78
178,101,79
182,104,80
185,108,81
185,112,82
180,111,83
176,109,84
171,107,85
166,107,86
107,240,87
161,106,88
156,107,89
151,108,90
146,108,91
116,105,92
113,101,93
108,99,94
103,98,95
98,98,96
92,98,97
113,242,98
87,99,99
82,101,100
77,104,101
73,107,102
70,112,103
71,115,104
76,113,105
81,111,106
85,109,107
91,108,108
119,243,109
96,107,110
102,107,111
107,108,112
112,108,113
126,244,114
132,244,115
139,242,116
145,240,117
150,238,118
156,234,119
161,230,120
165,226,121
170,221,122
174,216,123
177,210,124
181,205,125
184,199,126
186,193,127
189,187,128
191,181,129
192,174,130
194,168,131
195,161,132
195,155,133
196,148,134
116,144,135
113,148,136
110,153,137
109,158,138
110,163,139
115,165,140
120,167,141
125,168,142
130,169,143
135,169,144
140,168,145
145,166,146
150,164,147
151,159,148
150,154,149
147,149,150
144,145,151
95,188,152
100,186,153
105,184,154
110,183,155
115,182,156
120,181,157
126,181,158
131,182,159
137,182,160
142,181,161
147,182,162
152,183,163
156,186,164
158,190,165
157,194,166
154,198,167
150,201,168
146,204,169
141,206,170
136,207,171
130,207,172
125,207,173
120,206,174
115,204,175
111,202,176
106,199,177
102,195,178
99,192,179
99,189,180
103,187,181
107,187,182
111,187,183
116,186,184
120,187,185
125,187,186
129,187,187
133,187,188
138,187,189
142,187,190
147,187,191
151,187,192
154,188,193
