X,Y,Point index
59,141,0
60,146,1
61,152,2
62,158,3
63,164,4
65,169,5
66,175,6
68,180,7
70,186,8
73,191,9
76,196,10
152,184,11
149,185,12
145,187,13
142,188,14
138,189,15
135,190,16
131,190,17
127,190,18
123,190,19
119,189,20
80,200,21
115,188,22
112,187,23
108,187,24
104,185,25
146,125,26
148,122,27
150,120,28
153,119,29
155,117,30
158,116,31
84,204,32
161,116,33
164,116,34
167,117,35
170,118,36
172,120,37
172,123,38
170,124,39
167,125,40
164,126,41
161,126,42
88,209,43
158,126,44
155,126,45
152,125,46
149,125,47
109,124,48
108,122,49
105,120,50
103,118,51
100,117,52
97,117,53
93,213,54
94,116,55
91,117,56
88,118,57
85,119,58
83,121,59
83,124,60
86,125,61
88,126,62
91,126,63
94,127,64
97,216,65
98,126,66
101,126,67
104,126,68
107,126,69
142,110,70
145,106,71
149,104,72
154,102,73
158,101,74
163,101,75
102,220,76
168,100,77
172,100,78
177,101,79
181,102,80
185,105,81
183,109,82
178,108,83
174,107,84
169,107,85
165,108,86
107,223,87
160,109,88
155,110,89
151,111,90
146,111,91
115,109,92
112,105,93
107,103,94
102,101,95
97,101,96
91,100,97
113,225,98
86,100,99
81,101,100
76,103,101
72,105,102
68,109,103
71,110,104
76,109,105
81,108,106
86,108,107
92,108,108
118,227,109
97,109,110
102,110,111
107,111,112
112,112,113
124,227,114
130,228,115
136,227,116
141,225,117
147,222,118
152,219,119
156,216,120
160,212,121
164,207,122
168,203,123
172,199,124
176,194,125
179,189,126
181,184,127
184,179,128
185,173,129
187,168,130
189,162,131
190,156,132
191,151,133
192,145,134
116,147,135
114,151,136
111,155,137
110,160,138
111,165,139
115,168,140
119,170,141
124,173,142
129,174,143
134,173,144
139,171,145
144,168,146
148,165,147
149,160,148
148,156,149
145,151,150
142,147,151
97,183,152
102,182,153
106,181,154
111,181,155
116,181,156
121,181,157
125,182,158
130,182,159
135,182,160
140,181,161
144,181,162
149,181,163
154,181,164
155,184,165
154,188,166
150,191,167
146,194,168
142,197,169
138,199,170
134,200,171
129,200,172
124,200,173
119,199,174
115,198,175
111,196,176
107,193,177
103,190,178
100,186,179
101,184,180
105,184,181
109,185,182
112,185,183
116,186,184
120,186,185
124,187,186
128,187,187
132,187,188
136,187,189
140,186,190
143,185,191
147,184,192
151,183,193
