X,Y,Point index
53,122,0
53,142,1
55,162,2
58,183,3
65,202,4
77,220,5
92,234,6
109,246,7
130,249,8
150,245,9
166,232,10
179,217,11
190,200,12
196,181,13
199,161,14
200,142,15
200,122,16
67,112,17
75,100,18
90,96,19
105,97,20
120,102,21
137,102,22
151,97,23
166,95,24
180,100,25
188,111,26
129,117,27
129,131,28
130,144,29
130,159,30
112,167,31
120,170,32
130,173,33
139,170,34
147,166,35
83,121,36
91,117,37
100,117,38
109,122,39
100,123,40
91,123,41
147,121,42
156,116,43
165,117,44
173,120,45
165,122,46
157,122,47
95,189,48
108,186,49
121,185,50
129,187,51
138,185,52
150,186,53
162,188,54
150,199,55
139,204,56
129,205,57
120,205,58
108,200,59
100,190,60
120,190,61
129,192,62
139,190,63
158,189,64
139,196,65
129,197,66
120,196,67
71,54,68
86,51,69
108,54,70
133,54,71
167,50,72
183,57,73
197,90,74
59,80,75
67,63,76
52,114,77
200,113,78
189,68,79
158,54,80
