X,Y,Point index
57,117,0
57,138,1
58,158,2
62,178,3
69,197,4
80,215,5
93,230,6
108,241,7
126,246,8
144,242,9
160,231,10
173,217,11
184,200,12
191,182,13
195,162,14
197,143,15
199,123,16
71,110,17
80,101,18
93,98,19
108,99,20
120,105,21
137,105,22
151,101,23
165,100,24
179,105,25
186,115,26
129,119,27
129,132,28
129,144,29
129,157,30
110,164,31
118,168,32
128,171,33
137,168,34
145,165,35
85,119,36
94,117,37
102,117,38
110,121,39
102,122,40
93,122,41
146,123,42
155,119,43
164,120,44
171,123,45
163,125,46
155,124,47
96,186,48
107,182,49
119,182,50
127,184,51
136,182,52
147,184,53
157,188,54
146,201,55
135,207,56
126,207,57
117,206,58
106,199,59
100,187,60
118,186,61
127,188,62
136,187,63
153,188,64
135,198,65
126,199,66
118,197,67
77,56,68
90,54,69
111,59,70
135,60,71
168,58,72
183,64,73
196,95,74
65,79,75
73,63,76
57,110,77
198,116,78
188,75,79
159,61,80
