X,Y,Point index
58,148,0
58,155,1
59,161,2
60,168,3
61,175,4
62,181,5
63,188,6
65,194,7
68,200,8
71,206,9
74,212,10
149,192,11
147,192,12
144,192,13
141,192,14
138,192,15
135,192,16
132,192,17
129,192,18
126,192,19
123,191,20
78,217,21
120,191,22
117,191,23
115,191,24
112,191,25
147,122,26
149,120,27
151,119,28
153,118,29
156,117,30
158,117,31
83,222,32
161,117,33
164,117,34
166,118,35
169,119,36
171,121,37
170,123,38
167,125,39
165,125,40
162,126,41
159,126,42
87,226,43
157,125,44
154,125,45
152,124,46
149,123,47
110,120,48
108,118,49
106,117,50
103,116,51
101,116,52
98,116,53
92,230,54
95,116,55
93,116,56
90,117,57
88,119,58
86,121,59
88,122,60
90,123,61
93,124,62
95,124,63
98,124,64
97,234,65
101,124,66
104,123,67
106,123,68
109,122,69
142,108,70
144,103,71
149,101,72
154,99,73
159,99,74
164,98,75
103,237,76
169,98,77
174,98,78
178,100,79
182,104,80
185,108,81
185,112,82
180,111,83
175,109,84
171,108,85
166,108,86
109,240,87
161,108,88
155,109,89
150,110,90
145,110,91
117,105,92
114,101,93
109,99,94
103,97,95
98,96,96
93,96,97
115,242,98
87,96,99
82,97,100
77,100,101
73,103,102
69,108,103
71,112,104
76,110,105
81,108,106
86,107,107
92,107,108
121,243,109
97,107,110
103,107,111
108,108,112
114,109,113
128,243,114
134,243,115
140,242,116
146,240,117
152,237,118
158,234,119
163,230,120
167,225,121
171,220,122
175,215,123
179,210,124
182,204,125
185,198,126
187,191,127
189,185,128
190,178,129
191,172,130
192,165,131
193,158,132
193,152,133
194,145,134
119,143,135
117,148,136
114,152,137
113,157,138
114,162,139
117,165,140
122,167,141
126,169,142
131,169,143
136,169,144
141,168,145
146,166,146
149,163,147
149,158,148
148,153,149
146,148,150
144,143,151
104,192,152
107,190,153
111,188,154
114,187,155
117,185,156
121,184,157
125,184,158
128,185,159
132,185,160
136,184,161
140,185,162
143,187,163
147,188,164
151,190,165
152,193,166
151,195,167
148,197,168
144,199,169
141,200,170
137,201,171
133,201,172
129,201,173
125,201,174
122,200,175
118,199,176
115,198,177
111,196,178
108,195,179
109,192,180
111,191,181
114,190,182
117,190,183
120,189,184
123,190,185
126,190,186
128,190,187
131,190,188
134,190,189
137,190,190
140,191,191
143,191,192
146,192,193
