X,Y,Point index
61,119,0
62,136,1
64,152,2
68,169,3
74,184,4
84,197,5
97,208,6
112,216,7
127,219,8
142,216,9
156,208,10
169,197,11
180,185,12
186,170,13
190,154,14
193,137,15
195,121,16
71,108,17
80,101,18
92,101,19
104,104,20
116,109,21
142,109,22
153,104,23
165,101,24
177,102,25
186,108,26
129,121,27
129,133,28
129,144,29
129,155,30
117,161,31
123,163,32
129,165,33
135,164,34
140,162,35
85,121,36
93,115,37
102,116,38
110,124,39
101,125,40
91,125,41
147,124,42
154,117,43
164,116,44
172,121,45
165,125,46
156,126,47
102,178,48
112,176,49
122,174,50
128,175,51
135,174,52
144,176,53
153,179,54
144,189,55
135,194,56
128,194,57
121,193,58
112,189,59
106,179,60
122,179,61
128,180,62
135,180,63
149,180,64
135,185,65
128,186,66
122,185,67
79,60,68
91,59,69
110,65,70
133,66,71
164,60,72
179,64,73
194,89,74
67,79,75
75,66,76
60,105,77
196,106,78
184,72,79
157,64,80
