X,Y,Point index
60,149,0
60,155,1
61,161,2
62,167,3
63,173,4
64,179,5
66,184,6
68,190,7
71,196,8
74,201,9
78,206,10
158,179,11
154,182,12
150,184,13
146,185,14
141,187,15
137,188,16
132,188,17
127,188,18
122,188,19
118,187,20
82,210,21
113,186,22
109,185,23
105,182,24
101,180,25
147,124,26
149,122,27
151,121,28
154,120,29
156,119,30
159,119,31
86,215,32
162,119,33
164,119,34
167,119,35
169,120,36
172,122,37
171,124,38
169,124,39
166,125,40
163,125,41
160,125,42
91,219,43
158,125,44
155,125,45
152,124,46
150,124,47
109,123,48
108,122,49
105,120,50
103,120,51
100,119,52
98,119,53
96,223,54
95,119,55
92,119,56
90,120,57
87,121,58
85,122,59
86,124,60
88,125,61
91,125,62
94,125,63
97,125,64
101,226,65
99,125,66
102,125,67
105,125,68
108,125,69
141,112,70
144,109,71
148,107,72
153,106,73
157,105,74
162,104,75
106,229,76
167,103,77
171,103,78
176,104,79
181,105,80
184,108,81
182,110,82
177,109,83
172,108,84
168,109,85
163,110,86
112,231,87
158,111,88
154,112,89
149,114,90
145,114,91
113,111,92
110,108,93
105,106,94
101,105,95
96,104,96
91,103,97
118,233,98
87,103,99
82,104,100
78,105,101
74,107,102
70,110,103
74,111,104
78,110,105
83,109,106
88,109,107
93,109,108
125,234,109
97,110,110
102,112,111
106,113,112
111,114,113
131,234,114
137,234,115
144,233,116
150,231,117
156,228,118
161,225,119
166,221,120
170,217,121
175,212,122
179,208,123
183,203,124
187,198,125
190,193,126
192,187,127
194,182,128
196,176,129
197,170,130
198,164,131
199,158,132
199,152,133
200,145,134
115,142,135
113,146,136
110,150,137
109,155,138
110,159,139
114,162,140
119,164,141
124,166,142
129,167,143
134,167,144
139,164,145
143,162,146
148,160,147
149,155,148
148,151,149
145,147,150
142,143,151
94,176,152
99,175,153
105,174,154
111,174,155
116,174,156
122,175,157
128,175,158
133,175,159
139,174,160
145,174,161
150,174,162
156,174,163
161,175,164
162,179,165
159,183,166
155,187,167
151,191,168
146,194,169
141,196,170
136,197,171
130,198,172
124,197,173
119,197,174
114,195,175
109,192,176
105,188,177
101,185,178
97,180,179
97,177,180
102,177,181
107,177,182
112,178,183
116,178,184
121,179,185
126,179,186
131,179,187
135,179,188
140,179,189
145,178,190
150,177,191
154,177,192
159,177,193
