X,Y,Point index
55,121,0
56,140,1
60,159,2
64,177,3
71,194,4
82,209,5
96,221,6
111,231,7
128,234,8
145,231,9
160,222,10
173,209,11
183,194,12
189,177,13
193,159,14
196,140,15
197,122,16
67,106,17
76,97,18
89,94,19
102,96,20
115,102,21
140,102,22
152,98,23
165,96,24
178,99,25
186,107,26
128,117,27
128,130,28
128,142,29
129,155,30
115,164,31
121,166,32
128,168,33
135,167,34
142,165,35
82,120,36
90,114,37
100,114,38
109,122,39
99,124,40
89,124,41
146,123,42
154,115,43
165,115,44
173,121,45
165,125,46
155,124,47
100,187,48
111,183,49
121,180,50
128,182,51
135,180,52
145,184,53
155,189,54
145,197,55
135,201,56
128,202,57
121,201,58
111,196,59
105,188,60
121,187,61
128,188,62
135,187,63
151,189,64
135,191,65
128,192,66
121,191,67
74,53,68
87,50,69
107,54,70
131,55,71
163,51,72
178,58,73
195,90,74
62,77,75
70,60,76
55,110,77
197,112,78
185,69,79
156,55,80
