X,Y,Point index
59,131,0
59,150,1
61,168,2
64,187,3
71,204,4
82,220,5
95,233,6
111,243,7
129,247,8
147,243,9
163,233,10
178,220,11
190,204,12
196,186,13
199,166,14
201,147,15
201,127,16
68,109,17
75,98,18
87,93,19
100,94,20
112,99,21
140,99,22
152,93,23
166,92,24
178,97,25
186,107,26
126,117,27
126,131,28
126,143,29
127,157,30
112,165,31
119,168,32
127,170,33
135,167,34
142,165,35
83,122,36
90,116,37
100,117,38
108,123,39
100,124,40
90,124,41
145,122,42
154,116,43
163,116,44
171,121,45
164,123,46
155,123,47
95,186,48
107,182,49
119,181,50
127,183,51
136,181,52
149,182,53
162,187,54
150,201,55
137,206,56
127,207,57
118,206,58
106,201,59
100,187,60
119,187,61
127,188,62
137,187,63
158,188,64
137,198,65
127,199,66
118,198,67
75,53,68
87,49,69
106,50,70
130,50,71
163,48,72
178,54,73
197,89,74
63,79,75
71,61,76
58,113,77
200,112,78
185,66,79
155,51,80
