X,Y,Point index
43,127,0
44,149,1
47,172,2
51,193,3
59,213,4
73,231,5
90,246,6
109,257,7
130,260,8
151,256,9
169,243,10
184,227,11
197,209,12
205,189,13
208,167,14
210,146,15
210,124,16
62,111,17
73,102,18
86,98,19
101,99,20
115,104,21
142,104,22
155,98,23
169,97,24
183,101,25
192,109,26
129,121,27
130,135,28
131,150,29
131,165,30
113,173,31
122,176,32
130,179,33
139,176,34
146,172,35
80,123,36
89,117,37
99,117,38
108,124,39
99,125,40
89,125,41
149,124,42
158,117,43
168,116,44
176,122,45
168,125,46
159,125,47
91,194,48
105,190,49
120,189,50
130,191,51
140,189,52
153,190,53
165,193,54
153,209,55
140,215,56
130,217,57
119,216,58
105,209,59
96,195,60
120,194,61
130,196,62
140,194,63
161,195,64
140,207,65
129,209,66
119,208,67
65,50,68
81,48,69
105,52,70
132,53,71
169,47,72
186,53,73
204,87,74
53,76,75
61,58,76
44,109,77
207,109,78
192,65,79
159,52,80
