X,Y,Point index
61,153,0
62,159,1
62,166,2
63,172,3
64,179,4
66,186,5
68,192,6
70,199,7
72,205,8
75,211,9
78,217,10
154,190,11
151,191,12
147,191,13
143,191,14
140,191,15
136,192,16
132,192,17
129,193,18
125,193,19
121,193,20
82,222,21
117,193,22
114,193,23
110,193,24
106,193,25
147,122,26
149,120,27
151,119,28
153,118,29
155,117,30
158,117,31
87,227,32
161,117,33
163,118,34
165,119,35
168,120,36
169,121,37
169,124,38
167,124,39
164,125,40
161,125,41
159,125,42
92,231,43
156,124,44
154,124,45
151,123,46
149,123,47
107,122,48
106,120,49
104,119,50
101,118,51
99,118,52
97,118,53
97,235,54
94,118,55
92,119,56
90,120,57
88,122,58
86,123,59
87,124,60
90,125,61
92,125,62
95,125,63
97,125,64
103,238,65
99,124,66
102,124,67
104,124,68
106,124,69
137,112,70
140,109,71
145,107,72
150,106,73
155,105,74
160,105,75
109,241,76
166,105,77
171,106,78
175,108,79
180,110,80
183,114,81
182,118,82
178,117,83
173,115,84
168,114,85
162,114,86
116,243,87
157,113,88
152,113,89
146,114,90
141,114,91
113,112,92
110,108,93
105,107,94
100,107,95
95,107,96
90,107,97
122,244,98
85,107,99
81,108,100
77,110,101
73,113,102
70,117,103
73,119,104
77,118,105
81,117,106
86,115,107
91,115,108
129,245,109
96,114,110
101,114,111
105,114,112
110,115,113
136,244,114
142,244,115
149,243,116
156,241,117
162,239,118
168,236,119
174,232,120
179,228,121
184,224,122
189,219,123
193,214,124
196,208,125
199,202,126
202,196,127
203,189,128
205,182,129
206,176,130
207,169,131
207,162,132
208,155,133
208,148,134
112,145,135
109,149,136
107,154,137
106,159,138
107,163,139
111,166,140
116,168,141
121,169,142
126,169,143
131,168,144
137,167,145
141,166,146
145,163,147
147,158,148
145,153,149
143,148,150
140,144,151
99,193,152
102,191,153
106,190,154
110,189,155
114,188,156
119,188,157
123,188,158
127,188,159
132,188,160
136,187,161
140,187,162
145,187,163
150,188,164
155,188,165
156,191,166
153,193,167
149,195,168
145,196,169
141,197,170
137,198,171
132,199,172
128,199,173
123,199,174
119,199,175
114,199,176
110,198,177
106,196,178
102,195,179
103,193,180
106,192,181
110,192,182
113,192,183
117,192,184
121,192,185
124,192,186
128,192,187
132,191,188
135,191,189
139,191,190
143,191,191
147,190,192
151,190,193
