X,Y,Point index
52,150,0
52,156,1
53,162,2
53,168,3
54,174,4
55,180,5
57,186,6
59,192,7
62,198,8
65,203,9
69,208,10
158,183,11
154,185,12
150,186,13
146,187,14
142,188,15
138,189,16
133,189,17
129,189,18
125,189,19
120,188,20
74,212,21
116,188,22
112,187,23
108,185,24
104,184,25
148,125,26
150,123,27
152,122,28
154,121,29
157,121,30
159,120,31
79,216,32
162,121,33
165,121,34
167,121,35
169,122,36
172,124,37
171,126,38
169,126,39
166,126,40
163,126,41
161,126,42
85,219,43
158,126,44
155,125,45
153,125,46
150,125,47
109,124,48
107,122,49
105,121,50
102,120,51
100,120,52
97,120,53
90,222,54
95,120,55
92,120,56
90,121,57
87,122,58
85,124,59
86,124,60
89,125,61
91,125,62
94,125,63
97,125,64
96,225,65
99,125,66
102,125,67
105,125,68
107,125,69
141,111,70
144,107,71
149,106,72
154,105,73
158,104,74
163,104,75
102,228,76
168,105,77
173,105,78
177,107,79
181,109,80
185,112,81
183,115,82
178,113,83
174,112,84
169,112,85
164,112,86
108,230,87
159,112,88
155,112,89
150,113,90
145,113,91
117,107,92
113,105,93
108,103,94
103,103,95
97,103,96
92,103,97
114,232,98
87,103,99
82,105,100
77,107,101
73,111,102
69,115,103
73,114,104
78,113,105
84,111,106
89,110,107
94,110,108
120,233,109
99,110,110
105,111,111
110,112,112
115,111,113
127,234,114
133,234,115
139,233,116
146,232,117
152,230,118
158,227,119
163,224,120
168,220,121
173,217,122
178,212,123
182,208,124
186,203,125
190,198,126
192,192,127
194,186,128
196,180,129
197,174,130
198,167,131
199,161,132
199,155,133
199,148,134
119,145,135
116,149,136
113,153,137
111,158,138
112,162,139
116,165,140
121,167,141
126,168,142
131,169,143
136,168,144
141,167,145
146,165,146
150,163,147
152,158,148
150,153,149
147,149,150
144,145,151
97,181,152
102,180,153
107,179,154
112,179,155
117,178,156
123,178,157
128,178,158
133,178,159
138,178,160
143,178,161
149,178,162
154,178,163
159,179,164
161,182,165
159,186,166
155,190,167
151,193,168
147,196,169
142,198,170
137,199,171
132,199,172
127,199,173
122,198,174
117,196,175
112,194,176
108,191,177
104,188,178
100,185,179
100,181,180
105,182,181
109,182,182
113,182,183
118,183,184
122,183,185
126,184,186
131,184,187
135,184,188
140,183,189
144,183,190
148,182,191
153,181,192
157,181,193
