X,Y,Point index
61,143,0
61,148,1
62,153,2
63,159,3
64,164,4
66,170,5
68,175,6
70,180,7
72,185,8
75,190,9
78,194,10
147,189,11
144,190,12
141,191,13
139,192,14
136,192,15
133,193,16
130,193,17
127,193,18
124,193,19
121,192,20
82,199,21
118,191,22
115,191,23
112,190,24
109,189,25
147,125,26
148,123,27
150,120,28
152,119,29
155,118,30
157,117,31
86,203,32
160,116,33
163,117,34
166,117,35
168,118,36
170,120,37
170,123,38
168,124,39
166,125,40
163,126,41
160,127,42
90,206,43
157,127,44
155,126,45
152,126,46
149,126,47
109,124,48
107,122,49
105,120,50
103,119,51
100,118,52
98,117,53
94,210,54
95,117,55
92,118,56
89,119,57
87,120,58
85,122,59
86,124,60
88,125,61
91,126,62
93,127,63
96,127,64
98,214,65
99,127,66
102,127,67
105,127,68
108,126,69
144,109,70
146,106,71
150,104,72
154,103,73
158,102,74
162,101,75
102,218,76
166,101,77
170,101,78
174,102,79
177,103,80
180,106,81
179,109,82
176,109,83
172,109,84
168,108,85
164,109,86
107,221,87
160,109,88
155,110,89
151,110,90
147,111,91
116,109,92
113,106,93
108,104,94
103,103,95
99,102,96
94,102,97
112,223,98
89,102,99
84,102,100
79,104,101
75,106,102
72,110,103
75,111,104
79,110,105
84,110,106
89,109,107
94,109,108
117,225,109
99,110,110
104,110,111
109,111,112
113,112,113
123,226,114
129,226,115
134,225,116
139,224,117
144,221,118
149,217,119
153,213,120
157,209,121
160,205,122
164,201,123
167,196,124
171,192,125
174,187,126
177,183,127
179,178,128
181,172,129
183,167,130
185,162,131
186,156,132
187,151,133
188,145,134
117,147,135
114,151,136
112,156,137
110,160,138
110,165,139
114,168,140
119,170,141
124,171,142
129,172,143
134,172,144
139,171,145
143,169,146
147,166,147
149,162,148
147,157,149
145,153,150
142,148,151
103,187,152
107,186,153
111,185,154
114,184,155
118,184,156
122,184,157
126,184,158
130,184,159
134,184,160
138,184,161
142,184,162
146,185,163
149,186,164
150,189,165
148,192,166
146,195,167
143,198,168
140,200,169
136,202,170
133,203,171
129,203,172
125,203,173
121,202,174
117,200,175
114,198,176
111,196,177
108,193,178
106,190,179
107,188,180
110,188,181
113,188,182
116,188,183
119,188,184
122,189,185
125,189,186
128,189,187
131,189,188
134,189,189
137,189,190
140,188,191
143,188,192
146,188,193
