X,Y,Point index
67,147,0
68,152,1
68,157,2
69,163,3
70,168,4
72,174,5
73,179,6
75,184,7
77,189,8
80,194,9
83,199,10
154,178,11
151,180,12
148,181,13
144,182,14
140,183,15
137,184,16
133,184,17
129,184,18
125,184,19
121,184,20
86,203,21
117,183,22
113,183,23
110,182,24
107,180,25
147,124,26
148,123,27
150,121,28
152,120,29
154,119,30
156,119,31
90,207,32
159,119,33
161,119,34
163,119,35
165,120,36
167,121,37
167,123,38
165,124,39
163,124,40
160,125,41
158,125,42
93,211,43
156,125,44
153,124,45
151,124,46
149,124,47
110,123,48
109,122,49
107,121,50
105,120,51
103,120,52
101,119,53
98,214,54
98,119,55
96,120,56
94,121,57
92,122,58
91,123,59
91,124,60
93,124,61
96,124,62
98,125,63
100,125,64
102,217,65
102,125,66
105,125,67
107,124,68
109,124,69
142,108,70
144,105,71
148,103,72
152,103,73
156,102,74
161,102,75
107,220,76
165,102,77
169,103,78
173,105,79
177,107,80
179,110,81
178,113,82
174,113,83
171,111,84
167,110,85
162,110,86
112,222,87
158,110,88
154,110,89
149,110,90
145,111,91
116,109,92
114,106,93
110,104,94
105,103,95
101,103,96
97,103,97
118,223,98
92,103,99
88,104,100
84,106,101
81,109,102
78,113,103
79,115,104
84,114,105
87,112,106
91,111,107
96,110,108
123,224,109
100,110,110
105,111,111
109,111,112
113,112,113
128,224,114
134,224,115
140,223,116
145,221,117
150,220,118
155,217,119
159,214,120
164,210,121
168,206,122
171,202,123
174,198,124
177,193,125
179,188,126
182,183,127
183,178,128
185,173,129
186,167,130
187,162,131
188,156,132
188,151,133
188,145,134
118,139,135
115,143,136
112,147,137
111,152,138
112,156,139
116,159,140
120,160,141
125,161,142
129,162,143
134,162,144
139,160,145
143,159,146
147,157,147
149,152,148
148,148,149
145,144,150
142,140,151
100,178,152
104,175,153
108,174,154
113,173,155
117,172,156
122,172,157
127,172,158
131,172,159
136,171,160
141,171,161
146,171,162
150,172,163
154,173,164
156,176,165
156,180,166
154,183,167
150,186,168
146,188,169
142,190,170
137,191,171
132,192,172
128,192,173
123,191,174
118,190,175
114,189,176
110,186,177
106,184,178
103,181,179
104,178,180
107,177,181
111,177,182
115,176,183
119,176,184
122,176,185
126,177,186
130,176,187
134,176,188
138,176,189
142,176,190
146,176,191
149,175,192
153,176,193
