X,Y,Point index
56,152,0
56,158,1
57,165,2
57,171,3
59,177,4
60,183,5
62,189,6
64,195,7
67,201,8
70,206,9
74,211,10
158,192,11
155,195,12
151,197,13
147,198,14
143,200,15
138,201,16
134,201,17
129,201,18
125,201,19
120,200,20
78,216,21
116,198,22
112,197,23
107,194,24
104,192,25
148,127,26
150,125,27
152,123,28
155,122,29
158,122,30
160,121,31
83,221,32
163,121,33
166,121,34
169,122,35
171,123,36
173,125,37
173,127,38
170,128,39
168,128,40
165,128,41
162,128,42
87,225,43
159,128,44
156,128,45
153,128,46
151,128,47
109,124,48
107,122,49
105,121,50
103,119,51
100,118,52
97,118,53
92,230,54
95,118,55
92,118,56
89,119,57
87,120,58
84,121,59
85,123,60
87,124,61
90,124,62
93,125,63
96,125,64
97,234,65
98,125,66
101,125,67
104,125,68
107,125,69
142,109,70
145,105,71
150,102,72
155,101,73
161,100,74
166,100,75
103,237,76
172,100,77
177,101,78
182,104,79
187,107,80
191,111,81
191,116,82
185,114,83
180,112,84
175,110,85
169,109,86
108,241,87
164,109,88
158,110,89
152,111,90
147,111,91
116,107,92
113,102,93
108,100,94
103,99,95
97,98,96
92,97,97
115,243,98
86,97,99
81,98,100
76,101,101
72,104,102
69,108,103
71,111,104
76,110,105
80,108,106
85,106,107
91,106,108
121,244,109
96,106,110
101,107,111
107,109,112
112,110,113
128,244,114
134,244,115
141,243,116
147,242,117
153,239,118
159,236,119
164,233,120
170,229,121
175,225,122
179,221,123
184,216,124
188,211,125
192,206,126
195,200,127
198,195,128
200,189,129
201,182,130
203,176,131
204,170,132
204,164,133
205,157,134
116,145,135
112,149,136
109,154,137
107,159,138
109,164,139
113,167,140
119,169,141
124,170,142
130,171,143
135,170,144
141,169,145
146,168,146
151,165,147
153,161,148
152,156,149
148,151,150
145,147,151
96,187,152
101,185,153
106,184,154
112,183,155
118,182,156
123,182,157
129,182,158
135,182,159
141,181,160
146,181,161
152,182,162
157,183,163
162,186,164
162,191,165
160,196,166
157,200,167
153,204,168
148,207,169
143,209,170
137,211,171
132,211,172
126,211,173
121,210,174
115,207,175
111,204,176
106,200,177
103,196,178
99,192,179
100,188,180
105,188,181
109,187,182
114,187,183
118,187,184
123,188,185
127,188,186
132,188,187
137,187,188
141,187,189
146,187,190
151,187,191
155,187,192
159,188,193
