X,Y,Point index
59,134,0
60,152,1
62,169,2
65,187,3
72,203,4
83,216,5
97,226,6
113,233,7
130,235,8
147,232,9
160,223,10
173,212,11
181,198,12
186,182,13
188,165,14
189,149,15
189,132,16
72,113,17
79,103,18
90,97,19
103,97,20
114,101,21
141,101,22
152,96,23
164,96,24
175,101,25
181,110,26
128,117,27
129,128,28
129,138,29
130,148,30
116,160,31
123,162,32
129,163,33
136,162,34
142,160,35
86,123,36
93,117,37
102,117,38
110,123,39
102,125,40
93,125,41
144,123,42
152,116,43
161,116,44
167,122,45
161,124,46
153,124,47
103,186,48
113,179,49
123,176,50
129,177,51
137,176,52
146,179,53
154,184,54
146,191,55
137,193,56
130,194,57
123,193,58
113,192,59
108,185,60
123,183,61
129,183,62
137,183,63
150,184,64
137,185,65
130,186,66
123,185,67
77,66,68
88,60,69
108,60,70
131,59,71
159,58,72
172,67,73
187,100,74
65,91,75
72,73,76
59,125,77
188,123,78
179,78,79
153,60,80
