X,Y,Point index
38,121,0
39,143,1
41,165,2
46,186,3
56,204,4
72,218,5
91,229,6
111,236,7
131,237,8
147,232,9
159,221,10
168,206,11
176,190,12
180,173,13
183,155,14
183,138,15
182,121,16
65,106,17
77,97,18
92,93,19
107,96,20
121,101,21
140,102,22
151,97,23
161,94,24
172,96,25
178,103,26
132,119,27
134,131,28
136,143,29
138,155,30
118,167,31
126,168,32
135,170,33
142,168,34
148,166,35
81,121,36
91,117,37
100,117,38
108,123,39
100,125,40
90,124,41
145,123,42
153,117,43
162,117,44
168,121,45
162,124,46
154,124,47
101,194,48
115,188,49
127,185,50
134,186,51
140,184,52
148,188,53
155,193,54
148,200,55
140,204,56
133,205,57
126,205,58
114,202,59
106,194,60
127,192,61
134,193,62
140,192,63
151,193,64
140,194,65
133,195,66
127,195,67
67,52,68
83,49,69
107,53,70
130,53,71
154,49,72
165,57,73
178,89,74
53,76,75
63,60,76
39,111,77
179,112,78
171,68,79
150,53,80
