X,Y,Point index
52,146,0
52,153,1
53,160,2
53,166,3
54,173,4
55,180,5
57,186,6
59,193,7
61,199,8
64,205,9
68,211,10
153,187,11
149,189,12
145,191,13
141,192,14
137,192,15
133,193,16
129,194,17
124,194,18
120,193,19
116,193,20
72,216,21
112,192,22
108,191,23
104,189,24
101,187,25
146,123,26
148,122,27
150,120,28
152,119,29
155,119,30
157,118,31
77,221,32
159,118,33
162,118,34
164,119,35
167,119,36
168,121,37
168,123,38
166,124,39
163,124,40
161,124,41
158,125,42
82,225,43
156,124,44
153,124,45
151,124,46
149,124,47
106,122,48
105,120,49
103,119,50
101,118,51
98,118,52
96,118,53
87,229,54
93,118,55
91,119,56
89,119,57
87,120,58
85,122,59
87,123,60
89,123,61
91,124,62
94,124,63
96,124,64
93,233,65
98,124,66
101,124,67
103,123,68
106,123,69
140,109,70
143,105,71
148,103,72
152,102,73
157,102,74
163,102,75
99,236,76
168,102,77
173,103,78
177,105,79
181,108,80
184,112,81
183,116,82
179,115,83
174,113,84
169,112,85
164,111,86
105,238,87
159,111,88
154,111,89
149,112,90
144,112,91
115,109,92
112,105,93
108,103,94
103,102,95
97,102,96
92,102,97
111,240,98
87,102,99
82,103,100
77,105,101
72,108,102
69,112,103
70,116,104
75,115,105
80,114,106
85,112,107
90,111,108
118,241,109
95,111,110
101,111,111
106,112,112
111,112,113
124,242,114
131,242,115
138,241,116
144,239,117
151,236,118
157,233,119
162,229,120
168,225,121
172,221,122
177,216,123
182,211,124
185,206,125
188,200,126
191,194,127
193,187,128
195,181,129
196,174,130
197,167,131
198,161,132
199,154,133
199,147,134
114,143,135
111,147,136
108,151,137
106,156,138
107,161,139
111,164,140
116,165,141
122,167,142
127,168,143
132,167,144
137,166,145
143,164,146
147,162,147
149,157,148
147,152,149
144,148,150
141,143,151
94,184,152
99,182,153
104,181,154
108,181,155
114,180,156
119,180,157
124,180,158
129,181,159
134,180,160
139,180,161
144,181,162
149,182,163
154,183,164
156,186,165
155,190,166
151,194,167
147,196,168
143,199,169
138,200,170
133,201,171
128,201,172
123,201,173
118,201,174
113,199,175
108,197,176
104,195,177
100,192,178
97,188,179
98,185,180
101,184,181
106,184,182
110,184,183
114,184,184
118,184,185
123,184,186
127,184,187
131,184,188
136,184,189
140,184,190
144,184,191
148,184,192
152,185,193
