X,Y,Point index
59,152,0
59,158,1
60,165,2
60,171,3
61,177,4
63,184,5
65,189,6
67,195,7
70,201,8
74,206,9
77,211,10
158,187,11
154,190,12
150,193,13
145,195,14
141,197,15
136,198,16
131,199,17
126,199,18
121,199,19
116,197,20
82,215,21
112,196,22
107,194,23
103,191,24
100,187,25
146,126,26
148,123,27
150,121,28
152,119,29
155,118,30
158,117,31
86,219,32
161,116,33
164,116,34
166,117,35
169,118,36
172,119,37
172,122,38
170,124,39
167,124,40
164,125,41
161,125,42
91,223,43
158,126,44
155,126,45
152,126,46
149,126,47
109,125,48
108,123,49
106,121,50
103,120,51
101,119,52
98,118,53
96,227,54
95,118,55
92,119,56
89,120,57
87,121,58
85,123,59
85,125,60
88,126,61
91,127,62
93,127,63
96,128,64
100,231,65
99,128,66
102,127,67
105,127,68
108,127,69
142,112,70
145,108,71
149,106,72
153,105,73
158,104,74
162,103,75
106,234,76
167,102,77
172,102,78
177,102,79
181,103,80
185,106,81
183,109,82
178,108,83
173,107,84
169,108,85
164,109,86
111,237,87
159,110,88
155,112,89
150,113,90
146,114,91
113,112,92
110,109,93
106,107,94
102,106,95
97,105,96
93,104,97
117,238,98
88,104,99
84,104,100
80,105,101
76,107,102
72,111,103
76,111,104
80,110,105
85,109,106
90,110,107
94,111,108
123,239,109
98,112,110
102,113,111
107,114,112
111,115,113
129,239,114
136,238,115
142,237,116
147,235,117
153,232,118
158,228,119
162,224,120
167,219,121
171,215,122
175,210,123
180,205,124
183,200,125
187,195,126
190,189,127
192,183,128
194,177,129
195,171,130
196,165,131
196,158,132
197,152,133
197,145,134
116,146,135
113,150,136
110,155,137
108,160,138
109,165,139
114,168,140
119,170,141
124,172,142
129,173,143
135,172,144
140,170,145
145,168,146
149,165,147
151,160,148
148,155,149
145,150,150
141,146,151
93,183,152
98,181,153
104,181,154
110,180,155
116,181,156
122,181,157
128,181,158
135,181,159
141,180,160
147,180,161
153,180,162
158,180,163
163,182,164
162,187,165
158,192,166
155,197,167
151,202,168
146,206,169
141,209,170
135,210,171
129,211,172
123,210,173
117,209,174
112,206,175
107,202,176
103,198,177
99,193,178
96,188,179
96,184,180
101,184,181
106,184,182
111,184,183
116,185,184
121,186,185
126,186,186
131,186,187
136,186,188
141,185,189
146,184,190
151,184,191
156,183,192
160,183,193
