X,Y,Point index
62,123,0
62,142,1
63,160,2
65,179,3
71,196,4
80,213,5
92,227,6
107,239,7
124,244,8
143,241,9
161,231,10
177,219,11
190,203,12
197,185,13
201,166,14
203,146,15
205,126,16
68,114,17
75,104,18
87,101,19
100,103,20
112,107,21
138,107,22
152,103,23
166,102,24
180,105,25
190,115,26
125,121,27
124,134,28
123,147,29
122,160,30
108,165,31
115,168,32
123,171,33
131,168,34
140,166,35
83,122,36
91,118,37
100,118,38
108,125,39
99,125,40
90,124,41
146,125,42
154,119,43
164,118,44
172,123,45
164,125,46
155,125,47
92,184,48
102,180,49
114,179,50
123,181,51
133,179,52
147,181,53
161,185,54
148,202,55
134,209,56
124,210,57
113,208,58
101,201,59
96,185,60
114,184,61
123,185,62
133,184,63
156,186,64
134,200,65
124,201,66
114,200,67
76,60,68
88,58,69
107,61,70
132,62,71
170,59,72
186,63,73
203,93,74
65,83,75
72,67,76
61,111,77
206,112,78
192,73,79
160,62,80
