X,Y,Point index
52,133,0
53,151,1
54,169,2
57,187,3
63,204,4
75,218,5
92,227,6
110,234,7
129,236,8
148,234,9
166,227,10
181,217,11
191,204,12
197,187,13
200,169,14
202,152,15
204,134,16
67,112,17
76,101,18
89,95,19
104,96,20
118,100,21
139,99,22
153,95,23
168,96,24
181,102,25
189,113,26
129,114,27
129,121,28
129,128,29
129,136,30
116,154,31
122,155,32
129,156,33
135,156,34
141,155,35
83,123,36
91,118,37
101,118,38
109,122,39
101,124,40
91,125,41
147,123,42
156,118,43
166,120,44
174,125,45
166,126,46
156,126,47
102,185,48
113,174,49
123,169,50
129,170,51
136,169,52
146,175,53
156,186,54
146,191,55
136,193,56
129,193,57
122,192,58
112,190,59
107,184,60
122,177,61
129,177,62
136,177,63
151,185,64
136,184,65
129,184,66
122,183,67
73,70,68
86,60,69
108,58,70
132,58,71
168,63,72
184,75,73
199,111,74
61,95,75
69,77,76
53,135,77
202,138,78
189,86,79
159,62,80
