X,Y,Point index
59,109,0
60,128,1
62,147,2
65,165,3
72,181,4
82,195,5
94,208,6
108,218,7
124,221,8
140,219,9
153,208,10
164,196,11
175,182,12
182,166,13
186,149,14
189,132,15
191,114,16
69,107,17
79,100,18
92,100,19
105,103,20
117,109,21
142,110,22
154,105,23
166,102,24
178,102,25
187,110,26
129,121,27
129,134,28
130,148,29
130,161,30
112,163,31
120,166,32
128,169,33
137,166,34
144,163,35
83,118,36
91,115,37
101,116,38
109,122,39
100,123,40
90,122,41
147,123,42
155,117,43
165,116,44
173,120,45
166,124,46
156,124,47
96,177,48
109,177,49
120,177,50
127,180,51
135,178,52
144,178,53
154,178,54
144,189,55
134,194,56
126,195,57
118,194,58
107,189,59
101,179,60
119,182,61
127,183,62
135,182,63
150,180,64
134,185,65
127,187,66
119,185,67
78,54,68
91,55,69
111,63,70
135,65,71
166,58,72
180,61,73
193,84,74
65,73,75
73,60,76
56,95,77
194,99,78
186,69,79
159,63,80
