X,Y,Point index
59,118,0
62,137,1
66,154,2
70,171,3
77,187,4
87,201,5
100,213,6
114,222,7
129,225,8
144,222,9
157,212,10
170,200,11
180,186,12
186,170,13
191,152,14
194,134,15
196,115,16
68,108,17
76,100,18
89,98,19
101,100,20
113,105,21
139,104,22
151,99,23
164,95,24
177,97,25
186,105,26
127,121,27
127,133,28
127,144,29
127,156,30
115,164,31
121,166,32
127,167,33
134,166,34
139,164,35
82,122,36
91,117,37
101,118,38
109,125,39
100,127,40
90,127,41
146,124,42
154,116,43
164,116,44
172,120,45
165,125,46
155,126,47
104,188,48
113,182,49
121,179,50
127,180,51
133,179,52
142,182,53
150,187,54
143,198,55
134,202,56
127,203,57
121,203,58
112,198,59
109,188,60
121,186,61
127,186,62
133,186,63
146,187,64
133,192,65
127,193,66
121,192,67
78,58,68
89,55,69
107,58,70
129,59,71
162,54,72
176,58,73
194,85,74
65,79,75
73,64,76
59,109,77
196,106,78
183,67,79
154,58,80
